,operating_unit_name,ecom_reference_order_number,ordered_item,ordered_quantity,unit_selling_price,unit_list_price,ordered_date,tax_code,product_id,product_name,product_category
12808,Cosmaline Local,395110,196425,1,1.1125,1.1125,2024-01-04,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12809,Cosmaline Local,395125,196425,6,1.1125,1.1125,2024-01-04,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12810,Cosmaline Local,395138,196425,1,1.1125,1.1125,2024-01-04,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12811,Cosmaline Local,395132,196425,2,0.9455,1.1125,2024-01-04,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12812,Cosmaline Local,394960,196425,1,1.0695,1.1125,2024-01-04,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12813,Cosmaline Local,395191,196425,1,0.907,1.1125,2024-01-04,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12814,Cosmaline Local,395145,196425,1,1.0565,1.1125,2024-01-04,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12815,Cosmaline Local,395327,196425,1,1.1125,1.1125,2024-01-04,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12816,Cosmaline Local,391439,196425,1,0.6245,0.988,2024-01-31,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12817,Cosmaline Local,391472,196425,7,1.1125,1.1125,2024-01-31,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12818,Cosmaline Local,391373,196425,6,0.9455,1.1125,2024-01-31,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12819,Cosmaline Local,391375,196425,2,0.9455,1.1125,2024-01-31,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12820,Cosmaline Local,396382,196425,2,1.216,1.216,2024-01-16,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12821,Cosmaline Local,396357,196425,4,1.034,1.216,2024-01-16,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12822,Cosmaline Local,396393,196425,1,1.216,1.216,2024-01-16,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12823,Cosmaline Local,396399,196425,1,1.216,1.216,2024-01-16,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12824,Cosmaline Local,396230,196425,1,1.216,1.216,2024-01-13,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12825,Cosmaline Local,396465,196425,3,1.034,1.216,2024-01-17,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12826,Cosmaline Local,396531,196425,2,1.034,1.216,2024-01-17,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12827,Cosmaline Local,396291,196425,2,1.034,1.216,2024-01-17,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12828,Cosmaline Local,396600,196425,3,1.216,1.216,2024-01-18,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12829,Cosmaline Local,396700,196425,1,1.216,1.216,2024-01-18,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12830,Cosmaline Local,396745,196425,1,1.034,1.216,2024-01-19,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12831,Cosmaline Local,396770,196425,1,1.034,1.216,2024-01-19,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12832,Cosmaline Local,396685,196425,5,1.216,1.216,2024-01-19,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12833,Cosmaline Local,396540,196425,4,1.034,1.216,2024-01-20,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12834,Cosmaline Local,397055,196425,1,1.034,1.216,2024-01-24,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12835,Cosmaline Local,397004,196425,1,1.216,1.216,2024-01-24,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12836,Cosmaline Local,397043,196425,3,1.216,1.216,2024-01-24,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12837,Cosmaline Local,396976,196425,2,1.034,1.216,2024-01-24,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12838,Cosmaline Local,397167,196425,1,1.216,1.216,2024-01-25,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12839,Cosmaline Local,397236,196425,1,1.034,1.216,2024-01-25,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12840,Cosmaline Local,396970,196425,1,1.216,1.216,2024-01-25,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12841,Cosmaline Local,396957,196425,1,1.216,1.216,2024-01-25,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12842,Cosmaline Local,396793,196425,3,1.2015,1.216,2024-01-22,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12843,Cosmaline Local,396718,196425,3,1.216,1.216,2024-01-22,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12844,Cosmaline Local,396908,196425,2,1.034,1.216,2024-01-23,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12845,Cosmaline Local,396915,196425,2,1.2015,1.216,2024-01-23,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12846,Cosmaline Local,397059,196425,1,1.034,1.216,2024-01-25,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12847,Cosmaline Local,397210,196425,1,1.216,1.216,2024-01-25,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12848,Cosmaline Local,397101,196425,2,0.9995,1.216,2024-01-25,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12849,Cosmaline Local,397081,196425,1,1.216,1.216,2024-01-25,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12850,Cosmaline Local,397585,196425,1,1.034,1.216,2024-01-27,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12851,Cosmaline Local,397333,196425,1,1.216,1.216,2024-01-26,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12852,Cosmaline Local,397118,196425,1,1.034,1.216,2024-01-26,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12853,Cosmaline Local,397323,196425,2,1.216,1.216,2024-01-29,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12854,Cosmaline Local,397147,196425,1,1.216,1.216,2024-01-29,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12855,Cosmaline Local,397540,196425,2,1.034,1.216,2024-01-29,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12856,Cosmaline Local,397515,196425,2,1.216,1.216,2024-01-30,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12857,Cosmaline Local,397778,196425,1,1.034,1.216,2024-01-31,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12858,Cosmaline Local,397567,196425,1,1.034,1.216,2024-01-31,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12859,Cosmaline Local,397634,196425,1,1.034,1.216,2024-01-31,REVENUE VAT 11%,196425,cosmal cure professional oh my curls light touch moderate lather shampoo,"['Best Sellers', 'Hair Care', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone']"
12860,Cosmaline Local,401206,196450,1,1.216,1.216,2024-03-11,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12861,Cosmaline Local,400274,196450,3,1.019,1.216,2024-03-12,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12862,Cosmaline Local,401148,196450,2,1.216,1.216,2024-03-12,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12863,Cosmaline Local,400336,196450,1,0.9235,1.216,2024-03-02,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12864,Cosmaline Local,400490,196450,1,0.982,1.216,2024-03-02,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12865,Cosmaline Local,401204,196450,2,1.16,1.216,2024-03-13,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12866,Cosmaline Local,401254,196450,1,1.216,1.216,2024-03-13,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12867,Cosmaline Local,401335,196450,2,1.034,1.216,2024-03-14,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12868,Cosmaline Local,401104,196450,1,1.034,1.216,2024-03-16,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12869,Cosmaline Local,400296,196450,1,1.216,1.216,2024-03-01,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12870,Cosmaline Local,400329,196450,3,1.216,1.216,2024-03-01,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12871,Cosmaline Local,400373,196450,1,1.216,1.216,2024-03-01,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12872,Cosmaline Local,400509,196450,1,0.9895,1.216,2024-03-04,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12873,Cosmaline Local,400508,196450,2,1.216,1.216,2024-03-04,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12874,Cosmaline Local,400628,196450,2,1.216,1.216,2024-03-05,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12875,Cosmaline Local,400698,196450,2,1.216,1.216,2024-03-05,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12876,Cosmaline Local,400873,196450,1,1.034,1.216,2024-03-06,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12877,Cosmaline Local,400830,196450,1,1.004,1.216,2024-03-06,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12878,Cosmaline Local,400596,196450,2,1.216,1.216,2024-03-06,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12879,Cosmaline Local,401044,196450,4,1.216,1.216,2024-03-07,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12880,Cosmaline Local,400653,196450,1,1.216,1.216,2024-03-07,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12881,Cosmaline Local,401001,196450,8,1.216,1.216,2024-03-07,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12882,Cosmaline Local,400755,196450,1,0.9925,1.216,2024-03-07,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12883,Cosmaline Local,400702,196450,1,1.216,1.216,2024-03-08,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12884,Cosmaline Local,401151,196450,2,1.034,1.216,2024-03-09,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12885,Cosmaline Local,400571,196450,1,1.1085,1.216,2024-03-09,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12886,Cosmaline Local,401162,196450,2,1.216,1.216,2024-03-09,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12887,Cosmaline Local,400666,196450,1,0.9545,1.216,2024-03-29,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12888,Cosmaline Local,391397,196450,1,1.052,1.108,2024-02-05,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12889,Cosmaline Local,391729,196450,1,0.9145,1.108,2024-02-06,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12890,Cosmaline Local,391422,196450,2,0.7755,1.108,2024-02-06,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12891,Cosmaline Local,396292,196450,1,0.9915,1.216,2024-02-13,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12892,Cosmaline Local,396936,196450,3,1.216,1.216,2024-02-20,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12893,Cosmaline Local,396039,196450,4,1.0085,1.216,2024-02-06,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12894,Cosmaline Local,397855,196450,1,1.155,1.216,2024-02-02,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12895,Cosmaline Local,397910,196450,1,0.9775,1.216,2024-02-01,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12896,Cosmaline Local,397932,196450,1,0.885,1.216,2024-02-01,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12897,Cosmaline Local,397882,196450,1,1.034,1.216,2024-02-01,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12898,Cosmaline Local,398023,196450,2,0.9115,1.216,2024-02-02,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12899,Cosmaline Local,397954,196450,4,0.973,1.216,2024-02-08,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12900,Cosmaline Local,398388,196450,3,0.9745,1.216,2024-02-15,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12901,Cosmaline Local,398232,196450,1,1.034,1.216,2024-02-20,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12902,Cosmaline Local,398233,196450,1,1.216,1.216,2024-02-03,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12903,Cosmaline Local,398108,196450,2,0.9695,1.216,2024-02-03,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12904,Cosmaline Local,398334,196450,1,1.034,1.216,2024-02-06,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12905,Cosmaline Local,398191,196450,5,1.216,1.216,2024-02-06,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12906,Cosmaline Local,398379,196450,1,0.995,1.216,2024-02-07,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12907,Cosmaline Local,398132,196450,1,0.973,1.216,2024-02-08,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12908,Cosmaline Local,398678,196450,1,1.177,1.216,2024-02-10,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12909,Cosmaline Local,398820,196450,3,0.9645,1.216,2024-02-13,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12910,Cosmaline Local,398782,196450,3,1.216,1.216,2024-02-14,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12911,Cosmaline Local,398447,196450,2,1.034,1.216,2024-02-08,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12912,Cosmaline Local,398489,196450,2,1.216,1.216,2024-02-09,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12913,Cosmaline Local,398601,196450,2,1.216,1.216,2024-02-09,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12914,Cosmaline Local,398617,196450,1,1.216,1.216,2024-02-09,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12915,Cosmaline Local,398451,196450,1,1.163,1.216,2024-02-09,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12916,Cosmaline Local,398726,196450,2,1.216,1.216,2024-02-12,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12917,Cosmaline Local,398928,196450,1,1.034,1.216,2024-02-14,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
12918,Cosmaline Local,399104,196450,1,1.034,1.216,2024-02-19,REVENUE VAT 11%,196450,cosmal cure professional sulfate free,"['Best Sellers', 'Curly & Wavy Hair', 'Free From Sulfate & Silicone', 'Minis', 'Curly & Wavy Hair']"
