,operating_unit_name,ecom_reference_order_number,ordered_item,ordered_quantity,unit_selling_price,unit_list_price,ordered_date,tax_code,product_id,product_name,product_category
1856,Cosmaline Local,395938,174410,1,1.01,1.284,2024-01-11,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1857,Cosmaline Local,395365,174410,1,1.1485,1.1485,2024-01-11,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1858,Cosmaline Local,396015,174410,4,1.284,1.284,2024-01-11,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1859,Cosmaline Local,396043,174410,1,1.284,1.284,2024-01-11,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1860,Cosmaline Local,396044,174410,2,1.1845,1.284,2024-01-11,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1861,Cosmaline Local,395948,174410,1,1.004,1.284,2024-01-12,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1862,Cosmaline Local,395390,174410,1,1.049,1.1485,2024-01-05,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1863,Cosmaline Local,395498,174410,1,1.284,1.284,2024-01-05,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1864,Cosmaline Local,395529,174410,1,1.091,1.284,2024-01-05,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1865,Cosmaline Local,395376,174410,1,1.052,1.1485,2024-01-06,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1866,Cosmaline Local,395632,174410,1,1.126,1.284,2024-01-09,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1867,Cosmaline Local,394911,174410,1,1.0875,1.1485,2024-01-02,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1868,Cosmaline Local,391298,174410,2,1.1485,1.1485,2024-01-03,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1869,Cosmaline Local,391308,174410,1,1.1485,1.1485,2024-01-03,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1870,Cosmaline Local,391312,174410,1,1.1485,1.1485,2024-01-03,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1871,Cosmaline Local,395068,174410,1,1.1355,1.1485,2024-01-03,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1872,Cosmaline Local,395115,174410,1,1.1485,1.1485,2024-01-03,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1873,Cosmaline Local,395184,174410,1,1.123,1.1485,2024-01-04,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1874,Cosmaline Local,395193,174410,1,1.1485,1.1485,2024-01-04,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1875,Cosmaline Local,395247,174410,2,1.1485,1.1485,2024-01-04,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1876,Cosmaline Local,395495,174410,1,1.247,1.284,2024-01-25,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1877,Cosmaline Local,396332,174410,4,1.284,1.284,2024-01-16,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1878,Cosmaline Local,396308,174410,2,1.2235,1.284,2024-01-16,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1879,Cosmaline Local,396274,174410,1,1.2635,1.284,2024-01-13,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1880,Cosmaline Local,396219,174410,2,1.091,1.284,2024-01-15,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1881,Cosmaline Local,396207,174410,7,1.284,1.284,2024-01-15,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1882,Cosmaline Local,396429,174410,1,1.284,1.284,2024-01-17,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1883,Cosmaline Local,396846,174410,1,1.083,1.284,2024-01-20,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1884,Cosmaline Local,396938,174410,1,1.284,1.284,2024-01-24,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1885,Cosmaline Local,397045,174410,2,1.284,1.284,2024-01-24,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1886,Cosmaline Local,397037,174410,1,1.284,1.284,2024-01-25,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1887,Cosmaline Local,397152,174410,1,1.284,1.284,2024-01-25,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1888,Cosmaline Local,396889,174410,3,1.284,1.284,2024-01-26,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1889,Cosmaline Local,397328,174410,1,1.284,1.284,2024-01-26,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1890,Cosmaline Local,397468,174410,1,1.284,1.284,2024-01-29,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1891,Cosmaline Local,397592,174410,1,1.091,1.284,2024-01-29,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1892,Cosmaline Local,397441,174410,2,1.2365,1.284,2024-01-30,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1893,Cosmaline Local,397346,174410,1,1.091,1.284,2024-01-30,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1894,Cosmaline Local,396259,174410,2,1.284,1.284,2024-01-30,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1895,Cosmaline Local,397851,174410,2,1.2255,1.284,2024-01-31,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1896,Cosmaline Local,397661,174410,1,1.255,1.284,2024-01-31,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1897,Cosmaline Local,397758,174410,1,1.2505,1.284,2024-01-31,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1898,Cosmaline Local,397731,174410,1,1.0655,1.284,2024-01-31,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1899,Cosmaline Local,397778,174410,1,1.091,1.284,2024-01-31,REVENUE VAT 11%,174410,cosmaline intimate wash ph 5,"['Skin & Body Care', 'Intimate Wash', 'Minis']"
1900,Cosmaline Local,400870,174430,1,1.419,1.419,2024-03-11,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1901,Cosmaline Local,400388,174430,1,1.419,1.419,2024-03-02,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1902,Cosmaline Local,400275,174430,1,1.419,1.419,2024-03-01,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1903,Cosmaline Local,400644,174430,2,1.3675,1.419,2024-03-01,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1904,Cosmaline Local,400682,174430,3,1.419,1.419,2024-03-05,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1905,Cosmaline Local,400876,174430,1,1.234,1.419,2024-03-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1906,Cosmaline Local,400306,174430,1,1.419,1.419,2024-03-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1907,Cosmaline Local,400720,174430,1,1.3695,1.419,2024-03-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1908,Cosmaline Local,400805,174430,1,1.3215,1.419,2024-03-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1909,Cosmaline Local,400886,174430,1,1.419,1.419,2024-03-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1910,Cosmaline Local,400995,174430,1,1.419,1.419,2024-03-07,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1911,Cosmaline Local,400702,174430,1,1.419,1.419,2024-03-08,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1912,Cosmaline Local,401151,174430,1,1.419,1.419,2024-03-09,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1913,Cosmaline Local,400259,174430,1,1.419,1.419,2024-03-22,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1914,Cosmaline Local,392596,174430,1,1.419,1.419,2024-02-20,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1915,Cosmaline Local,393820,174430,1,1.183,1.392,2024-02-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1916,Cosmaline Local,391842,174430,1,1.064,1.392,2024-02-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1917,Cosmaline Local,396157,174430,1,1.4095,1.419,2024-02-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1918,Cosmaline Local,397532,174430,2,1.135,1.419,2024-02-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1919,Cosmaline Local,397981,174430,3,1.126,1.419,2024-02-01,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1920,Cosmaline Local,398033,174430,1,1.206,1.419,2024-02-05,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1921,Cosmaline Local,397938,174430,1,1.419,1.419,2024-02-27,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1922,Cosmaline Local,398123,174430,1,1.206,1.419,2024-02-03,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1923,Cosmaline Local,398165,174430,1,1.419,1.419,2024-02-05,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1924,Cosmaline Local,398219,174430,1,1.206,1.419,2024-02-06,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1925,Cosmaline Local,398158,174430,2,1.135,1.419,2024-02-27,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1926,Cosmaline Local,398671,174430,1,1.419,1.419,2024-02-08,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1927,Cosmaline Local,398507,174430,1,1.206,1.419,2024-02-09,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1928,Cosmaline Local,398645,174430,1,1.135,1.419,2024-02-02,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1929,Cosmaline Local,398863,174430,1,1.419,1.419,2024-02-13,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1930,Cosmaline Local,399040,174430,1,1.419,1.419,2024-02-14,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1931,Cosmaline Local,399339,174430,1,1.419,1.419,2024-02-20,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1932,Cosmaline Local,399213,174430,1,1.206,1.419,2024-02-20,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1933,Cosmaline Local,395887,174430,1,1.3835,1.419,2024-01-16,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1934,Cosmaline Local,395830,174430,1,1.1345,1.419,2024-01-10,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1935,Cosmaline Local,395384,174430,1,1.392,1.392,2024-01-10,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1936,Cosmaline Local,396093,174430,1,1.3945,1.419,2024-01-11,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1937,Cosmaline Local,396105,174430,1,1.282,1.419,2024-01-11,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1938,Cosmaline Local,396109,174430,1,1.339,1.419,2024-01-11,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1939,Cosmaline Local,396024,174430,1,1.419,1.419,2024-01-12,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1940,Cosmaline Local,396059,174430,1,1.357,1.419,2024-01-12,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1941,Cosmaline Local,395454,174430,1,1.364,1.419,2024-01-05,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1942,Cosmaline Local,395340,174430,1,1.392,1.392,2024-01-05,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1943,Cosmaline Local,395396,174430,1,1.392,1.392,2024-01-05,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1944,Cosmaline Local,395508,174430,1,1.3655,1.419,2024-01-05,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1945,Cosmaline Local,395735,174430,2,1.419,1.419,2024-01-09,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1946,Cosmaline Local,395795,174430,1,1.33,1.419,2024-01-09,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1947,Cosmaline Local,391278,174430,1,1.183,1.392,2024-01-03,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1948,Cosmaline Local,391314,174430,1,1.183,1.392,2024-01-03,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1949,Cosmaline Local,395056,174430,1,1.392,1.392,2024-01-03,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1950,Cosmaline Local,395152,174430,2,1.163,1.392,2024-01-04,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1951,Cosmaline Local,395134,174430,2,1.1215,1.392,2024-01-04,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1952,Cosmaline Local,395313,174430,1,1.183,1.392,2024-01-04,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1953,Cosmaline Local,395308,174430,1,1.229,1.392,2024-01-04,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1954,Cosmaline Local,391383,174430,3,0.9805,1.392,2024-01-31,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1955,Cosmaline Local,396261,174430,1,1.419,1.419,2024-01-13,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1956,Cosmaline Local,396542,174430,1,1.419,1.419,2024-01-18,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1957,Cosmaline Local,396600,174430,3,1.419,1.419,2024-01-18,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1958,Cosmaline Local,396716,174430,2,1.419,1.419,2024-01-19,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1959,Cosmaline Local,396794,174430,1,1.419,1.419,2024-01-19,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1960,Cosmaline Local,396720,174430,2,1.206,1.419,2024-01-19,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1961,Cosmaline Local,396896,174430,2,1.135,1.419,2024-01-24,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1962,Cosmaline Local,397045,174430,1,1.419,1.419,2024-01-24,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1963,Cosmaline Local,396956,174430,1,1.419,1.419,2024-01-24,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1964,Cosmaline Local,396660,174430,1,1.374,1.419,2024-01-22,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1965,Cosmaline Local,396975,174430,1,1.419,1.419,2024-01-23,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1966,Cosmaline Local,396912,174430,1,1.206,1.419,2024-01-23,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1967,Cosmaline Local,396915,174430,1,1.4015,1.419,2024-01-23,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1968,Cosmaline Local,397059,174430,2,1.206,1.419,2024-01-25,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1969,Cosmaline Local,397101,174430,1,1.166,1.419,2024-01-25,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1970,Cosmaline Local,397317,174430,1,1.206,1.419,2024-01-26,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1971,Cosmaline Local,397328,174430,4,1.419,1.419,2024-01-26,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1972,Cosmaline Local,397713,174430,3,1.419,1.419,2024-01-31,REVENUE VAT 11%,174430,cosmaline purifying facial wash for oily to combination skin,['Face Care']
1973,Cosmaline Local,400278,174431,1,1.419,1.419,2024-03-05,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1974,Cosmaline Local,401099,174431,1,1.419,1.419,2024-03-08,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1975,Cosmaline Local,401194,174431,1,1.419,1.419,2024-03-09,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1976,Cosmaline Local,396733,174431,1,1.206,1.419,2024-02-20,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1977,Cosmaline Local,396125,174431,1,1.315,1.419,2024-02-06,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1978,Cosmaline Local,397935,174431,1,1.135,1.419,2024-02-01,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1979,Cosmaline Local,398007,174431,2,1.419,1.419,2024-02-02,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1980,Cosmaline Local,398033,174431,1,1.206,1.419,2024-02-05,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1981,Cosmaline Local,398063,174431,1,1.135,1.419,2024-02-12,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1982,Cosmaline Local,398203,174431,1,1.206,1.419,2024-02-05,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1983,Cosmaline Local,398219,174431,1,1.206,1.419,2024-02-06,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1984,Cosmaline Local,398816,174431,1,1.135,1.419,2024-02-13,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1985,Cosmaline Local,398755,174431,1,1.419,1.419,2024-02-14,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1986,Cosmaline Local,398451,174431,1,1.3565,1.419,2024-02-09,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1987,Cosmaline Local,398867,174431,1,1.2,1.419,2024-02-13,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1988,Cosmaline Local,398854,174431,1,1.135,1.419,2024-02-13,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1989,Cosmaline Local,399134,174431,1,1.135,1.419,2024-02-14,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1990,Cosmaline Local,399266,174431,1,1.2025,1.419,2024-02-17,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1991,Cosmaline Local,396067,174431,1,1.314,1.419,2024-01-11,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1992,Cosmaline Local,396152,174431,2,1.3155,1.419,2024-01-12,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1993,Cosmaline Local,396162,174431,1,1.316,1.419,2024-01-12,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1994,Cosmaline Local,396146,174431,2,1.393,1.419,2024-01-12,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1995,Cosmaline Local,395529,174431,1,1.206,1.419,2024-01-05,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1996,Cosmaline Local,395403,174431,1,1.355,1.392,2024-01-05,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1997,Cosmaline Local,395628,174431,1,1.419,1.419,2024-01-06,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1998,Cosmaline Local,395338,174431,1,1.392,1.392,2024-01-08,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
1999,Cosmaline Local,395395,174431,1,1.392,1.392,2024-01-08,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2000,Cosmaline Local,395670,174431,1,1.206,1.419,2024-01-08,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2001,Cosmaline Local,395367,174431,1,1.392,1.392,2024-01-09,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2002,Cosmaline Local,395632,174431,1,1.2445,1.419,2024-01-09,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2003,Cosmaline Local,395964,174431,3,1.419,1.419,2024-01-09,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2004,Cosmaline Local,396126,174431,1,1.321,1.419,2024-01-18,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2005,Cosmaline Local,395085,174431,2,1.223,1.392,2024-01-03,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2006,Cosmaline Local,391278,174431,2,1.183,1.392,2024-01-03,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2007,Cosmaline Local,395297,174431,1,1.1485,1.392,2024-01-04,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2008,Cosmaline Local,395166,174431,1,1.392,1.392,2024-01-04,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2009,Cosmaline Local,395212,174431,1,1.392,1.392,2024-01-04,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2010,Cosmaline Local,395217,174431,1,1.327,1.392,2024-01-04,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2011,Cosmaline Local,395584,174431,1,1.419,1.419,2024-01-22,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2012,Cosmaline Local,391383,174431,3,0.9805,1.392,2024-01-31,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2013,Cosmaline Local,391391,174431,4,1.392,1.392,2024-01-31,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2014,Cosmaline Local,396337,174431,1,1.419,1.419,2024-01-16,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2015,Cosmaline Local,396308,174431,2,1.3525,1.419,2024-01-16,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2016,Cosmaline Local,396183,174431,1,1.337,1.419,2024-01-13,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2017,Cosmaline Local,396271,174431,1,1.419,1.419,2024-01-15,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2018,Cosmaline Local,396600,174431,2,1.419,1.419,2024-01-18,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2019,Cosmaline Local,396669,174431,1,1.419,1.419,2024-01-19,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2020,Cosmaline Local,396829,174431,1,1.335,1.419,2024-01-20,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2021,Cosmaline Local,396668,174431,3,1.206,1.419,2024-01-20,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2022,Cosmaline Local,396804,174431,1,1.135,1.419,2024-01-24,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
2023,Cosmaline Local,397255,174431,1,1.206,1.419,2024-01-25,REVENUE VAT 11%,174431,cosmaline hydrating facial wash for normal to dry skin,['Face Care']
