OPERATING_UNIT_NAME,ORACLE_REFERENCE_ORDER_NUMBER,ECOM_REFERENCE_ORDER_NUMBER,ORDER_TYPE,ORDER_TYPE_NAME,ORDERED_ITEM,ORDERED_QUANTITY,PRICING_QUANTITY_UOM,UNIT_SELLING_PRICE (after discount without vat),UNIT_LIST_PRICE( original price before discount without vat),ORDERED_DATE,CUSTOMER_NAME,TAX_CODE
Cosmaline Local,2717,395469,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395281,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395282,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395204,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395285,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395287,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395289,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395291,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395292,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395293,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395295,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395297,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395298,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395205,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394673,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395206,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395207,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395209,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395211,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395212,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395214,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395215,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395217,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395218,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394697,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395224,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395225,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395226,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395227,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395228,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395229,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394838,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395138,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395140,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395141,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395142,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395143,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395145,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395146,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395147,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395148,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395150,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395242,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395245,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395246,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395247,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395249,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395252,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395253,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394727,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395255,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395256,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395258,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395259,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395260,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395261,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394989,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395003,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395030,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395043,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395045,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395053,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395055,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395075,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395076,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395081,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395082,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395083,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395086,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394762,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395091,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395097,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395106,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395110,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395113,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395116,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395117,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395120,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395121,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394770,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395125,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395126,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395127,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395128,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395130,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395131,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395132,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395134,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395135,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395137,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395185,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395186,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395188,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395189,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395191,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395192,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395193,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394953,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395194,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395152,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395154,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395157,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395161,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395165,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395166,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395167,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394932,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395171,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395172,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395173,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395175,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395176,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395177,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395179,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395180,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395181,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395182,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394948,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395183,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395184,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395320,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395326,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395322,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395327,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395328,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395195,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395198,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,392616,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,393499,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394475,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395263,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394960,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395267,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395268,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395274,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395275,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395276,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395277,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395278,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,394979,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395280,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395304,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395305,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395307,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395308,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395313,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395315,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2717,395318,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-01-04,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395953,S,COS POS SLS,193616,1,Pcs,1.0825,1.1260000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395992,S,COS POS SLS,193616,1,Pcs,1.1260000000000001,1.1260000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,396015,S,COS POS SLS,193616,3,Pcs,1.1260000000000001,1.1260000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,396050,S,COS POS SLS,193616,3,Pcs,1.1260000000000001,1.1260000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395729,S,COS POS SLS,176525,3,Pcs,0.901,0.901,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395997,S,COS POS SLS,193910,1,Pcs,1.0585,1.0585,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395977,S,COS POS SLS,175035,2,Pcs,0.901,0.901,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,396042,S,COS POS SLS,175045,2,Pcs,0.9235000000000001,0.9235000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395895,S,COS POS SLS,175232,3,Pcs,0.6910000000000001,0.6980000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395952,S,COS POS SLS,176520,2,Pcs,0.743,0.743,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395365,S,COS POS SLS,180825,1,Pcs,0.8785000000000001,0.8785000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395857,S,COS POS SLS,196522,1,Pcs,1.286,1.329,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395886,S,COS POS SLS,175314,2,Pcs,1.0385,1.081,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,396004,S,COS POS SLS,175030,1,Pcs,0.6980000000000001,0.6980000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,396027,S,COS POS SLS,196425,3,Pcs,1.216,1.216,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395857,S,COS POS SLS,196520,1,Pcs,1.177,1.216,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395890,S,COS POS SLS,196520,1,Pcs,1.123,1.216,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395908,S,COS POS SLS,196520,2,Pcs,1.1315,1.216,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395909,S,COS POS SLS,196520,1,Pcs,1.1540000000000001,1.216,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395931,S,COS POS SLS,196535,1,Pcs,0.9435,1.036,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,396100,S,COS POS SLS,175030,1,Pcs,0.6980000000000001,0.6980000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,396004,S,COS POS SLS,196535,1,Pcs,1.036,1.036,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,396099,S,COS POS SLS,833227,2,Pcs,0.275,0.275,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395890,S,COS POS SLS,194020,1,Pcs,1.331,1.4415,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395909,S,COS POS SLS,194020,1,Pcs,1.368,1.4415,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395931,S,COS POS SLS,194020,1,Pcs,1.3130000000000002,1.4415,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395943,S,COS POS SLS,175041,2,Pcs,0.6980000000000001,0.6980000000000001,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395681,S,COS POS SLS,193910,1,Pcs,1.0585,1.0585,2024-01-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2732,395836,S,COS POS SLS,193910,3,Pcs,1.0585,1.0585,2024-01-11,E-commerce,REVENUE VAT 11%
