OPERATING_UNIT_NAME,ORACLE_REFERENCE_ORDER_NUMBER,ECOM_REFERENCE_ORDER_NUMBER,ORDER_TYPE,ORDER_TYPE_NAME,ORDERED_ITEM,ORDERED_QUANTITY,PRICING_QUANTITY_UOM,UNIT_SELLING_PRICE (after discount without vat),UNIT_LIST_PRICE( original price before discount without vat),ORDERED_DATE,CUSTOMER_NAME,TAX_CODE
Ch. Sarraf BU 3,467,400406,S,CHS BU3 POS SLS,C0003751,1,Pcs,6.422000000000001,7.0,2024-03-05,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 3,468,400851,S,CHS BU3 POS SLS,C0004198,1,Pcs,8.108,8.108,2024-03-07,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 3,469,400779,S,CHS BU3 POS SLS,C0003751,2,Pcs,7.0,7.0,2024-03-06,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 3,469,400843,S,CHS BU3 POS SLS,C0003733,1,Pcs,6.3740000000000006,6.3740000000000006,2024-03-06,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 3,471,401089,S,CHS BU3 POS SLS,C0003733,2,Pcs,6.3740000000000006,6.3740000000000006,2024-03-08,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400810,S,COS POS SLS,174347,1,Pcs,0.8615,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400810,S,COS POS SLS,174750,1,Pcs,0.8230000000000001,0.9685,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400870,S,COS POS SLS,197954,2,Pcs,0.766,0.901,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400870,S,COS POS SLS,174270,1,Pcs,0.8615,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400870,S,COS POS SLS,174450,1,Pcs,1.3210000000000002,1.554,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400870,S,COS POS SLS,174430,1,Pcs,1.419,1.419,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400870,S,COS POS SLS,191427,2,Pcs,0.6890000000000001,0.811,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400884,S,COS POS SLS,196522,6,Pcs,1.1295,1.329,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400884,S,COS POS SLS,193615,7,Pcs,1.091,1.284,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400884,S,COS POS SLS,191240,17,Pcs,0.919,1.081,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400884,S,COS POS SLS,174720,10,Pcs,0.919,1.081,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400884,S,COS POS SLS,175407,5,Pcs,1.225,1.4415,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401182,S,COS POS SLS,196401,1,Pcs,0.894,0.991,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401182,S,COS POS SLS,174874,2,Pcs,0.7315,0.811,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401182,S,COS POS SLS,176530,1,Pcs,0.6705,0.743,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401182,S,COS POS SLS,180750,1,Pcs,1.3820000000000001,1.5315,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401182,S,COS POS SLS,174903,1,Pcs,0.7315,0.811,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400884,S,COS POS SLS,175309,10,Pcs,0.8425,0.991,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400938,S,COS POS SLS,174401,1,Pcs,1.091,1.284,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400938,S,COS POS SLS,175333,1,Pcs,4.882000000000001,5.743,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400938,S,COS POS SLS,197954,1,Pcs,0.766,0.901,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400938,S,COS POS SLS,175407,1,Pcs,1.225,1.4415,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400938,S,COS POS SLS,174347,1,Pcs,0.8615,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400938,S,COS POS SLS,174271,1,Pcs,0.8615,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400938,S,COS POS SLS,174270,1,Pcs,0.8615,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400938,S,COS POS SLS,174272,1,Pcs,0.8615,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400983,S,COS POS SLS,196521,1,Pcs,1.1295,1.329,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400983,S,COS POS SLS,193910,1,Pcs,0.9,1.0585,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400983,S,COS POS SLS,193640,1,Pcs,0.8230000000000001,0.9685,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400983,S,COS POS SLS,174722,1,Pcs,0.9955,1.171,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401010,S,COS POS SLS,197035,1,Pcs,1.455,1.7115,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401010,S,COS POS SLS,193830,1,Pcs,1.091,1.284,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401010,S,COS POS SLS,197105,1,Pcs,1.34,1.5765,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401010,S,COS POS SLS,174818,1,Pcs,0.6890000000000001,0.811,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401010,S,COS POS SLS,174550,1,Pcs,0.3635,0.42800000000000005,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401182,S,COS POS SLS,196535,1,Pcs,0.935,1.036,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401182,S,COS POS SLS,193830,1,Pcs,1.1585,1.284,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,834095,1,Pcs,0.8470000000000001,0.8470000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,180601,3,Pcs,0.901,0.901,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,832651,1,Pcs,0.8470000000000001,0.8470000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,833241,1,Pcs,0.23850000000000002,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400950,S,COS POS SLS,197055,1,Pcs,1.7115,1.7115,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,174962,6,Pcs,1.077,1.1260000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,833235,1,Pcs,0.23850000000000002,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,833243,2,Pcs,0.23850000000000002,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,833239,1,Pcs,0.23850000000000002,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,174150,2,Pcs,0.9695,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401155,S,COS POS SLS,174330,1,Pcs,1.7795,1.7795,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,833236,1,Pcs,0.23850000000000002,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401206,S,COS POS SLS,196220,1,Pcs,1.216,1.216,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401206,S,COS POS SLS,193910,1,Pcs,1.0585,1.0585,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401206,S,COS POS SLS,193855,1,Pcs,2.027,2.027,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401155,S,COS POS SLS,174325,1,Pcs,1.374,1.374,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401155,S,COS POS SLS,174401,1,Pcs,1.284,1.284,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401220,S,COS POS SLS,174956,2,Pcs,0.8560000000000001,0.8560000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401220,S,COS POS SLS,174817,1,Pcs,0.811,0.811,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401220,S,COS POS SLS,174869,1,Pcs,0.811,0.811,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401220,S,COS POS SLS,174886,1,Pcs,0.901,0.901,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401220,S,COS POS SLS,174829,1,Pcs,0.865,0.865,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401220,S,COS POS SLS,174918,2,Pcs,0.743,0.743,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401220,S,COS POS SLS,175040,1,Pcs,0.6980000000000001,0.6980000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401220,S,COS POS SLS,175053,1,Pcs,0.6980000000000001,0.6980000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,174405,1,Pcs,1.228,1.284,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400270,S,COS POS SLS,175333,2,Pcs,5.743,5.743,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,191235,1,Pcs,1.034,1.081,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400795,S,COS POS SLS,174310,2,Pcs,1.6440000000000001,1.6440000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400795,S,COS POS SLS,174315,1,Pcs,1.1035000000000001,1.1035000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400795,S,COS POS SLS,174330,2,Pcs,1.7795,1.7795,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400795,S,COS POS SLS,174320,1,Pcs,1.419,1.419,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400795,S,COS POS SLS,174340,2,Pcs,1.8470000000000002,1.8470000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,191240,2,Pcs,0.8785000000000001,1.081,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,833922,2,Pcs,0.333,0.41000000000000003,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,197955,2,Pcs,0.901,0.901,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,197954,1,Pcs,0.901,0.901,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,174347,1,Pcs,1.0135,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,174271,1,Pcs,1.0135,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,174270,1,Pcs,1.0135,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401149,S,COS POS SLS,174272,1,Pcs,1.0135,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,833243,1,Pcs,0.2285,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400950,S,COS POS SLS,197120,2,Pcs,1.5765,1.5765,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,833922,1,Pcs,0.392,0.41000000000000003,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,180755,2,Pcs,1.2445000000000002,1.5315,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,833235,2,Pcs,0.194,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,833243,2,Pcs,0.194,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,174346,2,Pcs,1.1715,1.4415,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,833922,2,Pcs,0.333,0.41000000000000003,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,197053,1,Pcs,1.391,1.7115,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,194020,1,Pcs,1.4415,1.4415,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,193835,1,Pcs,1.0435,1.284,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401143,S,COS POS SLS,197110,1,Pcs,1.2815,1.5765,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401155,S,COS POS SLS,191240,1,Pcs,1.081,1.081,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401155,S,COS POS SLS,175305,1,Pcs,0.991,0.991,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401155,S,COS POS SLS,175043,1,Pcs,0.6980000000000001,0.6980000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,939100,1,Pcs,0.4595,0.4595,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401010,S,COS POS SLS,174869,1,Pcs,0.6890000000000001,0.811,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401010,S,COS POS SLS,174981,1,Pcs,0.7505000000000001,0.883,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401010,S,COS POS SLS,174827,1,Pcs,0.766,0.901,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,193640,2,Pcs,0.9685,0.9685,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,400950,S,COS POS SLS,196520,2,Pcs,1.216,1.216,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,196520,1,Pcs,1.216,1.216,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,834083,1,Pcs,0.338,0.338,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,196522,1,Pcs,1.329,1.329,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,193616,1,Pcs,1.1260000000000001,1.1260000000000001,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,196455,1,Pcs,1.216,1.216,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,194025,1,Pcs,1.4415,1.4415,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,196521,1,Pcs,1.329,1.329,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,174150,1,Pcs,0.9695,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401184,S,COS POS SLS,191035,1,Pcs,1.6215000000000002,1.6215000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401184,S,COS POS SLS,191091,1,Pcs,1.8470000000000002,1.8470000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,197907,1,Pcs,0.9695,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401206,S,COS POS SLS,193640,4,Pcs,0.9685,0.9685,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401206,S,COS POS SLS,196450,1,Pcs,1.216,1.216,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401206,S,COS POS SLS,191422,1,Pcs,0.811,0.811,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401206,S,COS POS SLS,175713,1,Pcs,0.743,0.743,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401206,S,COS POS SLS,833245,2,Pcs,0.23850000000000002,0.23850000000000002,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401141,S,COS POS SLS,174040,1,Pcs,0.40950000000000003,0.42800000000000005,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2866,401046,S,COS POS SLS,197912,1,Pcs,1.0135,1.0135,2024-03-11,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 3,474,400395,S,CHS BU3 POS SLS,C0003730,1,Pcs,7.0,7.0,2024-03-04,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 3,465,401156,S,CHS BU3 POS SLS,C0003984,2,Pcs,9.009,9.009,2024-03-11,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 3,465,401156,S,CHS BU3 POS SLS,C0003986,4,Pcs,10.811,10.811,2024-03-11,E-commerce,REVENUE VAT 11%
Ch. Sarraf BU 3,465,401156,S,CHS BU3 POS SLS,C0003983,2,Pcs,7.883,7.883,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401141,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401143,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401149,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,400938,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401197,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401206,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401220,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,400270,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,400810,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401155,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,400950,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401156,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,400795,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,400870,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401182,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401184,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,400983,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401010,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,400884,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2863,401046,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-11,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401312,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401226,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401233,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401240,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401247,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401320,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,400806,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,400664,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401255,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401257,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401207,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401117,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401188,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401272,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401273,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401277,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401284,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401142,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,400744,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401322,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401323,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401328,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401330,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401351,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,400274,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2867,401148,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-12,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401300,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401227,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401316,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401317,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401318,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401339,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401341,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401348,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401129,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401238,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,400267,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401245,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.0,1.0,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401253,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
Cosmaline Local,2869,401254,S,COS POS SLS,SHIPPING_LOCAL,1,Pcs,0.9009,0.9009,2024-03-13,E-commerce,REVENUE VAT 11%
