ShprNo,HAWB,Delivery_Date,CODAmount,CODCurrency,O_CODAmount,Aramex_Inv_date,TOKENNO
11150,8596259674,2024-01-03,0.0,USD,13.225,2024-01-03,030124TY
11150,8596259675,2024-01-03,0.0,USD,6.15,2024-01-03,030124TY
11150,8596259676,2024-01-03,0.0,USD,14.04,2024-01-03,030124TY
11150,8596259677,2024-01-03,0.0,USD,15.315,2024-01-03,030124TY
11150,8596259678,2024-01-03,0.0,USD,6.73,2024-01-03,030124TY
11150,8596259679,2024-01-03,0.0,USD,6.075,2024-01-03,030124TY
11150,8596259680,2024-01-03,0.0,USD,3.275,2024-01-03,030124TY
11150,8596259681,2024-01-03,0.0,USD,6.84,2024-01-03,030124TY
11150,8596259682,2024-01-03,0.0,USD,13.215,2024-01-03,030124TY
11150,8596259683,2024-01-03,0.0,USD,9.885,2024-01-03,030124TY
11150,8596259684,2024-01-03,0.0,USD,7.935,2024-01-03,030124TY
11150,8596259685,2024-01-03,0.0,USD,9.005,2024-01-03,030124TY
11150,8596259686,2024-01-03,0.0,USD,12.285,2024-01-03,030124TY
11150,8596259687,2024-01-03,0.0,USD,6.3,2024-01-03,030124TY
11150,8596259688,2024-01-03,0.0,USD,7.685,2024-01-03,030124TY
11150,8596259689,2024-01-03,0.0,USD,6.26,2024-01-03,030124TY
11150,8596259690,2024-01-03,0.0,USD,17.475,2024-01-03,030124TY
11150,8596259691,2024-01-03,0.0,USD,14.51,2024-01-03,030124TY
11150,8596259692,2024-01-03,0.0,USD,7.66,2024-01-03,030124TY
11150,8596259693,2024-01-03,0.0,USD,12.035,2024-01-03,030124TY
11150,8596259694,2024-01-03,0.0,USD,5.775,2024-01-03,030124TY
11150,8596259695,2024-01-03,0.0,USD,3.945,2024-01-03,030124TY
11150,8596259696,2024-01-03,0.0,USD,5.91,2024-01-03,030124TY
11150,8596259697,2024-01-03,0.0,USD,6.45,2024-01-03,030124TY
11150,8596259698,2024-01-03,0.0,USD,18.55,2024-01-03,030124TY
11150,8596259699,2024-01-03,0.0,USD,10.04,2024-01-03,030124TY
11150,8596259700,2024-01-03,0.0,USD,7.04,2024-01-03,030124TY
11150,8596259701,2024-01-03,0.0,USD,13.38,2024-01-03,030124TY
11150,8596259702,2024-01-03,0.0,USD,5.98,2024-01-03,030124TY
11150,8596259703,2024-01-03,0.0,USD,13.62,2024-01-03,030124TY
11150,8596259704,2024-01-03,0.0,USD,29.725,2024-01-03,030124TY
11150,8596259705,2024-01-03,0.0,USD,10.84,2024-01-03,030124TY
11150,8596259706,2024-01-03,0.0,USD,5.155,2024-01-03,030124TY
11150,8596259707,2024-01-03,0.0,USD,18.46,2024-01-03,030124TY
11150,8596259708,2024-01-03,0.0,USD,6.155,2024-01-03,030124TY
11150,8596259709,2024-01-03,0.0,USD,18.685,2024-01-03,030124TY
11150,8596259710,2024-01-03,0.0,USD,9.805,2024-01-03,030124TY
11150,8596259711,2024-01-03,0.0,USD,13.72,2024-01-03,030124TY
11150,8596259712,2024-01-03,0.0,USD,12.11,2024-01-03,030124TY
11150,8596259713,2024-01-03,0.0,USD,5.96,2024-01-03,030124TY
11150,8596259714,2024-01-03,0.0,USD,8.1,2024-01-03,030124TY
11150,8596259715,2024-01-03,0.0,USD,10.1,2024-01-03,030124TY
11150,8596259716,2024-01-03,0.0,USD,9.475,2024-01-03,030124TY
11150,8596259717,2024-01-03,0.0,USD,4.555,2024-01-03,030124TY
11150,8596259718,2024-01-03,0.0,USD,13.4,2024-01-03,030124TY
11150,8596259719,2024-01-03,0.0,USD,9.73,2024-01-03,030124TY
11150,8596259720,2024-01-03,0.0,USD,17.76,2024-01-03,030124TY
11150,8596259721,2024-01-03,0.0,USD,5.88,2024-01-03,030124TY
11150,8596259722,2024-01-03,0.0,USD,3.22,2024-01-03,030124TY
11150,8596259723,2024-01-03,0.0,USD,6.515,2024-01-03,030124TY
11150,8596259724,2024-01-03,0.0,USD,9.895,2024-01-03,030124TY
11150,8596259725,2024-01-03,0.0,USD,17.83,2024-01-03,030124TY
11150,8596259726,2024-01-03,0.0,USD,10.015,2024-01-03,030124TY
11150,8596259727,2024-01-03,0.0,USD,14.87,2024-01-03,030124TY
11150,8596259728,2024-01-03,0.0,USD,6.455,2024-01-03,030124TY
11150,8596259729,2024-01-03,0.0,USD,12.125,2024-01-03,030124TY
11150,8596259730,2024-01-03,0.0,USD,11.11,2024-01-03,030124TY
11150,8596259731,2024-01-03,0.0,USD,5.4,2024-01-03,030124TY
11150,8596259732,2024-01-03,0.0,USD,13.315,2024-01-03,030124TY
11150,8596259733,2024-01-03,0.0,USD,8.805,2024-01-03,030124TY
11150,8596259734,2024-01-03,0.0,USD,13.38,2024-01-03,030124TY
11150,8596259735,2024-01-03,0.0,USD,4.9,2024-01-03,030124TY
11150,8596259736,2024-01-03,0.0,USD,6.63,2024-01-03,030124TY
11150,8596259737,2024-01-03,0.0,USD,6.415,2024-01-03,030124TY
11150,8596259738,2024-01-03,0.0,USD,6.995,2024-01-03,030124TY
11150,8596259739,2024-01-03,0.0,USD,4.555,2024-01-03,030124TY
11150,8596259740,2024-01-03,0.0,USD,6.605,2024-01-03,030124TY
11150,8596259741,2024-01-03,0.0,USD,5.285,2024-01-03,030124TY
11150,8596259742,2024-01-03,0.0,USD,5.28,2024-01-03,030124TY
11150,8596259743,2024-01-03,0.0,USD,6.04,2024-01-03,030124TY
11150,8596259744,2024-01-03,0.0,USD,6.5,2024-01-03,030124TY
11150,8596259745,2024-01-03,0.0,USD,18.695,2024-01-03,030124TY
11150,8596259746,2024-01-03,0.0,USD,5.78,2024-01-03,030124TY
11150,8596259747,2024-01-03,0.0,USD,11.27,2024-01-03,030124TY
11150,8596259748,2024-01-03,0.0,USD,5.42,2024-01-03,030124TY
11150,8596259749,2024-01-03,0.0,USD,5.04,2024-01-03,030124TY
11150,8596259750,2024-01-03,0.0,USD,19.73,2024-01-03,030124TY
11150,8596259751,2024-01-03,0.0,USD,16.535,2024-01-03,030124TY
11150,8596259752,2024-01-03,0.0,USD,6.685,2024-01-03,030124TY
11150,8596259753,2024-01-03,0.0,USD,18.58,2024-01-03,030124TY
11150,8596259754,2024-01-03,0.0,USD,39.575,2024-01-03,030124TY
11150,8596259755,2024-01-03,0.0,USD,6.32,2024-01-03,030124TY
11150,8596259756,2024-01-03,0.0,USD,7.61,2024-01-03,030124TY
11150,8596259757,2024-01-03,0.0,USD,5.1,2024-01-03,030124TY
11150,8596259758,2024-01-03,0.0,USD,10.3,2024-01-03,030124TY
11150,8596259759,2024-01-03,0.0,USD,4.32,2024-01-03,030124TY
11150,8596259760,2024-01-03,0.0,USD,13.53,2024-01-03,030124TY
11150,8596259761,2024-01-03,0.0,USD,7.195,2024-01-03,030124TY
11150,8596259762,2024-01-03,0.0,USD,6.045,2024-01-03,030124TY
11150,8596259763,2024-01-03,0.0,USD,5.525,2024-01-03,030124TY
11150,8596259764,2024-01-03,0.0,USD,6.49,2024-01-03,030124TY
11150,8596259765,2024-01-03,0.0,USD,14.83,2024-01-03,030124TY
11150,8596259766,2024-01-03,0.0,USD,9.49,2024-01-03,030124TY
11150,8596259767,2024-01-03,0.0,USD,8.395,2024-01-03,030124TY
11150,8596259768,2024-01-03,0.0,USD,6.64,2024-01-03,030124TY
11150,8596259769,2024-01-03,0.0,USD,11.78,2024-01-03,030124TY
11150,8596259770,2024-01-03,0.0,USD,5.19,2024-01-03,030124TY
11150,8596259781,2023-12-07,0.0,USD,8.195,2023-12-08,081223KM
11150,8596259782,2023-12-07,0.0,USD,12.755,2023-12-08,081223KM
11150,8596259785,2023-12-07,0.0,USD,15.17,2023-12-08,081223KM
11150,8596259786,2023-12-07,0.0,USD,21.245,2023-12-08,081223KM
11150,8596259882,2023-12-02,0.0,USD,11.585,2023-12-04,041223KH
11150,8596259883,2023-12-01,0.0,USD,5.4,2023-12-04,041223KH
11150,8596259884,2023-12-02,0.0,USD,15.29,2023-12-04,041223KH
11150,8596259885,2023-12-01,0.0,USD,9.11,2023-12-04,041223KH
11150,8596259887,2023-12-12,0.0,USD,21.775,2023-12-15,151223KS
11150,8596259888,2023-12-08,0.0,USD,22.335,2023-12-15,151223KS
11150,8596259889,2023-12-01,0.0,USD,9.235,2023-12-04,041223KH
11150,8596259890,2023-12-01,0.0,USD,2.9,2023-12-04,041223KH
11150,8596259891,2023-12-06,0.0,USD,12.365,2023-12-08,081223KM
11150,8596259893,2023-12-04,0.0,USD,10.185,2023-12-08,081223KM
11150,8596259894,2023-12-02,0.0,USD,10.55,2023-12-04,041223KH
11150,8596259895,2023-12-04,0.0,USD,4.655,2023-12-08,081223KM
11150,8596259896,2023-12-04,0.0,USD,7.09,2023-12-08,081223KM
11150,8596259897,2023-12-01,0.0,USD,5.46,2023-12-04,041223KH
11150,8596259898,2023-12-01,0.0,USD,5.26,2023-12-04,041223KH
11150,8596259899,2023-12-07,0.0,USD,2.455,2023-12-08,081223KM
11150,8596259900,2023-12-01,0.0,USD,4.09,2023-12-04,041223KH
11150,8596259901,2023-12-02,0.0,USD,2.865,2023-12-04,041223KH
11150,8596259903,2023-12-01,0.0,USD,19.93,2023-12-04,041223KH
11150,8596259905,2023-12-04,0.0,USD,3.825,2023-12-08,081223KM
11150,8596259906,2023-12-01,0.0,USD,10.465,2023-12-04,041223KH
11150,8596259907,2023-12-01,0.0,USD,10.615,2023-12-04,041223KH
11150,8596259909,2023-12-01,0.0,USD,10.275,2023-12-04,041223KH
11150,8596259911,2023-12-04,0.0,USD,6.99,2023-12-08,081223KM
11150,8596259912,2023-12-05,0.0,USD,6.24,2023-12-08,081223KM
11150,8596259913,2023-12-01,0.0,USD,15.365,2023-12-04,041223KH
11150,8596259915,2023-12-01,0.0,USD,5.41,2023-12-04,041223KH
11150,8596259916,2023-12-06,0.0,USD,5.41,2023-12-08,081223KM
11150,8596259917,2023-12-01,0.0,USD,11.935,2023-12-04,041223KH
11150,8596259918,2023-12-05,0.0,USD,19.19,2023-12-08,081223KM
11150,8596259923,2023-12-06,0.0,USD,9.825,2023-12-08,081223KM
11150,8596259925,2023-12-02,0.0,USD,15.895,2023-12-04,041223KH
11150,8596259927,2023-12-02,0.0,USD,13.04,2023-12-04,041223KH
11150,8596259928,2023-12-04,0.0,USD,11.26,2023-12-08,081223KM
11150,8596259930,2023-12-05,0.0,USD,10.13,2023-12-08,081223KM
11150,8596259932,2023-12-08,0.0,USD,26.16,2023-12-15,151223KS
11150,8596259933,2023-12-02,0.0,USD,10.715,2023-12-04,041223KH
11150,8596259934,2023-12-01,0.0,USD,10.63,2023-12-04,041223KH
11150,8596259935,2023-12-02,0.0,USD,10.44,2023-12-04,041223KH
11150,8596259936,2023-12-02,0.0,USD,21.775,2023-12-04,041223KH
11150,8596259937,2023-12-02,0.0,USD,10.675,2023-12-04,041223KH
11150,8596259938,2023-12-01,0.0,USD,12.15,2023-12-04,041223KH
11150,8596259939,2023-12-01,0.0,USD,10.23,2023-12-04,041223KH
11150,8596259941,2023-12-01,0.0,USD,10.22,2023-12-04,041223KH
11150,8596259942,2023-12-04,0.0,USD,9.94,2023-12-08,081223KM
11150,8596259943,2023-12-01,0.0,USD,16.525,2023-12-04,041223KH
11150,8596259944,2023-12-05,0.0,USD,10.34,2023-12-08,081223KM
11150,8596259946,2023-12-01,0.0,USD,6.525,2023-12-04,041223KH
11150,8596259948,2023-12-06,0.0,USD,15.475,2023-12-08,081223KM
11150,8596259949,2023-12-01,0.0,USD,14.585,2023-12-04,041223KH
11150,8596259950,2023-12-04,0.0,USD,13.01,2023-12-08,081223KM
11150,8596259952,2023-12-05,0.0,USD,10.045,2023-12-08,081223KM
11150,8596259954,2023-12-03,0.0,USD,18.235,2023-12-04,041223KH
11150,8596259955,2023-12-01,0.0,USD,2.97,2023-12-04,041223KH
11150,8596259956,2023-12-01,0.0,USD,12.61,2023-12-04,041223KH
11150,8596259957,2023-12-02,0.0,USD,4.265,2023-12-04,041223KH
11150,8596259958,2023-12-01,0.0,USD,11.16,2023-12-04,041223KH
11150,8596259959,2023-12-02,0.0,USD,13.635,2023-12-04,041223KH
11150,8596259962,2023-12-02,0.0,USD,2.91,2023-12-04,041223KH
11150,8596259963,2023-12-02,0.0,USD,13.975,2023-12-04,041223KH
11150,8596259964,2023-12-04,0.0,USD,10.22,2023-12-08,081223KM
11150,8596259966,2023-12-01,0.0,USD,10.37,2023-12-04,041223KH
11150,8596259969,2023-12-06,0.0,USD,6.87,2023-12-08,081223KM
11150,8596259970,2023-12-04,0.0,USD,14.99,2023-12-08,081223KM
11150,8596259972,2023-12-01,0.0,USD,15.21,2023-12-04,041223KH
11150,8596259973,2023-12-01,0.0,USD,21.81,2023-12-04,041223KH
11150,8596259974,2023-12-02,0.0,USD,5.75,2023-12-04,041223KH
11150,8596259975,2023-12-01,0.0,USD,7.56,2023-12-04,041223KH
11150,8596259976,2023-12-02,0.0,USD,7.72,2023-12-04,041223KH
11150,8596259978,2023-12-01,0.0,USD,13.285,2023-12-04,041223KH
11150,8596259980,2023-12-01,0.0,USD,7.575,2023-12-04,041223KH
11150,8596259981,2023-12-01,0.0,USD,6.12,2023-12-04,041223KH
11150,8596259984,2023-12-01,0.0,USD,10.165,2023-12-04,041223KH
11150,8596259985,2023-12-01,0.0,USD,8.05,2023-12-04,041223KH
11150,8596259986,2023-12-02,0.0,USD,12.875,2023-12-04,041223KH
11150,8596259988,2023-12-05,0.0,USD,22.955,2023-12-08,081223KM
11150,8596259989,2023-12-01,0.0,USD,9.86,2023-12-04,041223KH
11150,8596259990,2023-12-02,0.0,USD,10.975,2023-12-04,041223KH
11150,8596259991,2023-12-01,0.0,USD,4.725,2023-12-04,041223KH
11150,8596259992,2023-12-04,0.0,USD,15.46,2023-12-08,081223KM
11150,8596259994,2023-12-02,0.0,USD,14.73,2023-12-04,041223KH
11150,8596259995,2023-12-02,0.0,USD,7.94,2023-12-04,041223KH
11150,8596259996,2023-12-04,0.0,USD,14.785,2023-12-08,081223KM
11150,8596259997,2023-12-02,0.0,USD,6.51,2023-12-04,041223KH
11150,8596259998,2023-12-01,0.0,USD,7.82,2023-12-04,041223KH
11150,8596259999,2023-12-02,0.0,USD,11.195,2023-12-04,041223KH
11150,8596260000,2023-12-04,0.0,USD,6.435,2023-12-08,081223KM
11150,8596260001,2023-12-01,0.0,USD,15.445,2023-12-04,041223KH
11150,8596260002,2023-12-04,0.0,USD,10.945,2023-12-08,081223KM
11150,8596260004,2023-12-02,0.0,USD,6.11,2023-12-04,041223KH
11150,8596260005,2023-12-03,0.0,USD,10.86,2023-12-04,041223KH
11150,8596260006,2023-12-01,0.0,USD,11.625,2023-12-04,041223KH
11150,8596260007,2023-12-01,0.0,USD,10.735,2023-12-04,041223KH
11150,8596260008,2023-12-03,0.0,USD,17.645,2023-12-04,041223KH
11150,8596260009,2023-12-05,0.0,USD,17.49,2023-12-08,081223KM
11150,8596260010,2023-12-02,0.0,USD,10.42,2023-12-04,041223KH
11150,8596260012,2023-12-05,0.0,USD,16.27,2023-12-08,081223KM
11150,8596260013,2023-12-04,0.0,USD,4.595,2023-12-08,081223KM
11150,8596260014,2023-12-01,0.0,USD,12.575,2023-12-04,041223KH
11150,8596260015,2023-12-02,0.0,USD,6.605,2023-12-04,041223KH
11150,8596260017,2023-12-02,0.0,USD,10.755,2023-12-04,041223KH
11150,8596260018,2023-12-02,0.0,USD,6.39,2023-12-04,041223KH
11150,8596260019,2023-12-02,0.0,USD,10.36,2023-12-04,041223KH
11150,8596260020,2023-12-02,0.0,USD,7.77,2023-12-04,041223KH
11150,8596260021,2023-12-01,0.0,USD,10.28,2023-12-04,041223KH
11150,8596260022,2023-12-01,0.0,USD,5.81,2023-12-04,041223KH
11150,8596260023,2023-12-01,0.0,USD,10.12,2023-12-04,041223KH
11150,8596260024,2023-12-04,0.0,USD,5.545,2023-12-08,081223KM
11150,8596260026,2023-12-02,0.0,USD,4.595,2023-12-04,041223KH
11150,8596260027,2023-12-01,0.0,USD,4.945,2023-12-04,041223KH
11150,8596260028,2023-12-01,0.0,USD,6.715,2023-12-04,041223KH
11150,8596260029,2023-12-01,0.0,USD,5.97,2023-12-04,041223KH
11150,8596260031,2023-12-05,0.0,USD,10.94,2023-12-08,081223KM
11150,8596260032,2023-12-07,0.0,USD,8.71,2023-12-08,081223KM
11150,8596260034,2023-12-02,0.0,USD,12.975,2023-12-04,041223KH
11150,8596260035,2023-12-01,0.0,USD,13.975,2023-12-04,041223KH
11150,8596260036,2023-12-02,0.0,USD,3.55,2023-12-04,041223KH
11150,8596260037,2023-12-01,0.0,USD,7.82,2023-12-04,041223KH
11150,8596260038,2023-12-02,0.0,USD,6.81,2023-12-04,041223KH
11150,8596260039,2023-12-02,0.0,USD,12.385,2023-12-04,041223KH
11150,8596260040,2023-12-01,0.0,USD,12.2,2023-12-04,041223KH
11150,8596260041,2023-12-01,0.0,USD,24.96,2023-12-04,041223KH
11150,8596260042,2023-12-01,0.0,USD,12.365,2023-12-04,041223KH
11150,8596260043,2023-12-01,0.0,USD,18.975,2023-12-04,041223KH
11150,8596260044,2023-12-04,0.0,USD,13.685,2023-12-08,081223KM
11150,8596260045,2023-12-05,0.0,USD,16.35,2023-12-08,081223KM
11150,8596260048,2023-12-05,0.0,USD,14.035,2023-12-08,081223KM
11150,8596260050,2023-12-01,0.0,USD,16.025,2023-12-04,041223KH
11150,8596260051,2023-12-01,0.0,USD,10.8,2023-12-04,041223KH
11150,8596260052,2023-12-01,0.0,USD,4.33,2023-12-04,041223KH
11150,8596260054,2023-12-01,0.0,USD,12.67,2023-12-04,041223KH
11150,8596260057,2023-12-05,0.0,USD,6.42,2023-12-08,081223KM
11150,8596260058,2023-12-01,0.0,USD,10.46,2023-12-04,041223KH
11150,8596260059,2023-12-02,0.0,USD,25.075,2023-12-04,041223KH
11150,8596260060,2023-12-01,0.0,USD,6.87,2023-12-04,041223KH
11150,8596260061,2023-12-05,0.0,USD,5.74,2023-12-08,081223KM
11150,8596260062,2023-12-01,0.0,USD,11.795,2023-12-04,041223KH
11150,8596260063,2023-12-02,0.0,USD,17.095,2023-12-04,041223KH
11150,8596260064,2023-12-01,0.0,USD,10.755,2023-12-04,041223KH
11150,8596260065,2023-12-04,0.0,USD,16.795,2023-12-08,081223KM
11150,8596260066,2023-12-04,0.0,USD,18.97,2023-12-08,081223KM
11150,8596260067,2023-12-01,0.0,USD,9.855,2023-12-04,041223KH
11150,8596260068,2023-12-04,0.0,USD,7.775,2023-12-08,081223KM
11150,8596260069,2023-12-01,0.0,USD,21.355,2023-12-04,041223KH
11150,8596260070,2023-12-01,0.0,USD,7.415,2023-12-04,041223KH
11150,8596260071,2023-12-01,0.0,USD,2.25,2023-12-04,041223KH
11150,8596260072,2023-12-02,0.0,USD,14.9,2023-12-04,041223KH
11150,8596260073,2023-12-02,0.0,USD,10.165,2023-12-04,041223KH
11150,8596260074,2023-12-01,0.0,USD,4.925,2023-12-04,041223KH
11150,8596260075,2023-12-04,0.0,USD,10.41,2023-12-08,081223KM
11150,8596260076,2023-12-01,0.0,USD,15.95,2023-12-04,041223KH
11150,8596260077,2023-12-02,0.0,USD,14.13,2023-12-04,041223KH
11150,8596260078,2023-12-01,0.0,USD,11.395,2023-12-04,041223KH
11150,8596260079,2023-12-02,0.0,USD,8.015,2023-12-04,041223KH
11150,8596260080,2023-12-04,0.0,USD,11.585,2023-12-08,081223KM
11150,8596260081,2023-12-06,0.0,USD,29.55,2023-12-08,081223KM
11150,8596260083,2023-12-04,0.0,USD,16.235,2023-12-08,081223KM
11150,8596260084,2023-12-01,0.0,USD,19.535,2023-12-04,041223KH
11150,8596260085,2023-12-01,0.0,USD,10.56,2023-12-04,041223KH
11150,8596260086,2023-12-02,0.0,USD,17.885,2023-12-04,041223KH
11150,8596260087,2023-12-01,0.0,USD,16.27,2023-12-04,041223KH
11150,8596260088,2023-12-01,0.0,USD,11.45,2023-12-04,041223KH
11150,8596260089,2023-12-01,0.0,USD,9.41,2023-12-04,041223KH
11150,8596260090,2023-12-01,0.0,USD,6.095,2023-12-04,041223KH
11150,8596260091,2023-12-01,0.0,USD,14.27,2023-12-04,041223KH
11150,8596260093,2023-12-02,0.0,USD,11.18,2023-12-04,041223KH
11150,8596260094,2023-12-02,0.0,USD,10.045,2023-12-04,041223KH
11150,8596260096,2023-12-02,0.0,USD,6.145,2023-12-04,041223KH
11150,8596260097,2023-12-01,0.0,USD,19.87,2023-12-04,041223KH
11150,8596260099,2023-12-01,0.0,USD,7.56,2023-12-04,041223KH
11150,8596260100,2023-12-05,0.0,USD,7.82,2023-12-08,081223KM
11150,8596260101,2023-12-06,0.0,USD,10.57,2023-12-08,081223KM
11150,8596260102,2023-12-11,0.0,USD,14.355,2023-12-15,151223KS
11150,8596260103,2023-12-01,0.0,USD,11.77,2023-12-04,041223KH
11150,8596260104,2023-12-13,0.0,USD,19.905,2023-12-15,151223KS
11150,8596260105,2023-12-01,0.0,USD,6.86,2023-12-04,041223KH
11150,8596260106,2023-12-02,0.0,USD,12.88,2023-12-04,041223KH
11150,8596260107,2023-12-01,0.0,USD,13.95,2023-12-04,041223KH
11150,8596260108,2023-12-04,0.0,USD,11.115,2023-12-08,081223KM
11150,8596260109,2023-12-01,0.0,USD,10.47,2023-12-04,041223KH
11150,8596260110,2023-12-02,0.0,USD,2.95,2023-12-04,041223KH
11150,8596260113,2023-12-04,0.0,USD,6.185,2023-12-08,081223KM
11150,8596260114,2023-12-01,0.0,USD,9.945,2023-12-04,041223KH
11150,8596260115,2023-12-09,0.0,USD,23.73,2023-12-15,151223KS
11150,8596260116,2023-12-02,0.0,USD,6.345,2023-12-04,041223KH
11150,8596260117,2023-12-04,0.0,USD,15.94,2023-12-08,081223KM
11150,8596260118,2023-12-01,0.0,USD,15.235,2023-12-04,041223KH
11150,8596260119,2023-12-01,0.0,USD,22.16,2023-12-04,041223KH
11150,8596260120,2023-12-06,0.0,USD,15.57,2023-12-08,081223KM
11150,8596260121,2023-12-01,0.0,USD,16.695,2023-12-04,041223KH
11150,8596260122,2023-12-02,0.0,USD,24.55,2023-12-04,041223KH
11150,8596260123,2023-12-07,0.0,USD,10.79,2023-12-08,081223KM
11150,8596260124,2023-12-06,0.0,USD,9.935,2023-12-08,081223KM
11150,8596260125,2023-12-04,0.0,USD,12.17,2023-12-08,081223KM
11150,8596260126,2023-12-02,0.0,USD,10.385,2023-12-04,041223KH
11150,8596260127,2023-12-02,0.0,USD,18.78,2023-12-04,041223KH
11150,8596260128,2023-12-01,0.0,USD,10.43,2023-12-04,041223KH
11150,8596260129,2023-12-02,0.0,USD,18.395,2023-12-04,041223KH
11150,8596260131,2023-12-11,0.0,USD,5.685,2023-12-15,151223KS
11150,8596260132,2023-12-09,0.0,USD,12.17,2023-12-15,151223KS
11150,8596260133,2023-12-01,0.0,USD,15.08,2023-12-04,041223KH
11150,8596260134,2023-12-02,0.0,USD,7.285,2023-12-04,041223KH
11150,8596260135,2023-12-01,0.0,USD,10.02,2023-12-04,041223KH
11150,8596260136,2023-12-02,0.0,USD,3.61,2023-12-04,041223KH
11150,8596260137,2023-12-01,0.0,USD,12.56,2023-12-04,041223KH
11150,8596260138,2023-12-02,0.0,USD,17.91,2023-12-04,041223KH
11150,8596260139,2023-12-01,0.0,USD,2.955,2023-12-04,041223KH
11150,8596260140,2023-12-01,0.0,USD,16.535,2023-12-04,041223KH
11150,8596260141,2023-12-01,0.0,USD,10.145,2023-12-04,041223KH
11150,8596260142,2023-12-04,0.0,USD,22.935,2023-12-08,081223KM
11150,8596260146,2023-12-04,0.0,USD,13.995,2023-12-08,081223KM
11150,8596260147,2023-12-02,0.0,USD,12.175,2023-12-04,041223KH
11150,8596260148,2023-12-01,0.0,USD,4.195,2023-12-04,041223KH
11150,8596260149,2023-12-05,0.0,USD,10.01,2023-12-08,081223KM
11150,8596260150,2023-12-07,0.0,USD,6.275,2023-12-08,081223KM
11150,8596260151,2023-12-01,0.0,USD,10.15,2023-12-04,041223KH
11150,8596260152,2023-12-04,0.0,USD,7.64,2023-12-08,081223KM
11150,8596260153,2023-12-01,0.0,USD,8.97,2023-12-04,041223KH
11150,8596260154,2023-12-02,0.0,USD,14.725,2023-12-04,041223KH
11150,8596260155,2023-12-02,0.0,USD,12.595,2023-12-04,041223KH
11150,8596260156,2023-12-01,0.0,USD,5.14,2023-12-04,041223KH
11150,8596260157,2023-12-01,0.0,USD,11.68,2023-12-04,041223KH
11150,8596260158,2023-12-02,0.0,USD,11.195,2023-12-04,041223KH
11150,8596260159,2023-12-04,0.0,USD,11.01,2023-12-08,081223KM
11150,8596260160,2023-12-03,0.0,USD,26.61,2023-12-04,041223KH
11150,8596260161,2023-12-07,0.0,USD,7.3,2023-12-08,081223KM
11150,8596260163,2023-12-01,0.0,USD,5.735,2023-12-04,041223KH
11150,8596260164,2023-12-07,0.0,USD,6.095,2023-12-08,081223KM
11150,8596260166,2023-12-01,0.0,USD,10.395,2023-12-04,041223KH
11150,8596260167,2023-12-04,0.0,USD,3.855,2023-12-08,081223KM
11150,8596260168,2023-12-01,0.0,USD,10.12,2023-12-04,041223KH
11150,8596260169,2023-12-06,0.0,USD,11.54,2023-12-08,081223KM
11150,8596260170,2023-12-01,0.0,USD,6.61,2023-12-04,041223KH
11150,8596260171,2023-12-01,0.0,USD,4.595,2023-12-04,041223KH
11150,8596260173,2023-12-01,0.0,USD,10.835,2023-12-04,041223KH
11150,8596260175,2023-12-05,0.0,USD,18.395,2023-12-08,081223KM
11150,8596260176,2023-12-01,0.0,USD,11.575,2023-12-04,041223KH
11150,8596260177,2023-12-07,0.0,USD,7.64,2023-12-08,081223KM
11150,8596260179,2023-12-01,0.0,USD,10.94,2023-12-04,041223KH
11150,8596260180,2023-12-04,0.0,USD,3.19,2023-12-08,081223KM
11150,8596260181,2023-12-02,0.0,USD,17.935,2023-12-04,041223KH
11150,8596260182,2023-12-04,0.0,USD,10.33,2023-12-08,081223KM
11150,8596260184,2023-12-06,0.0,USD,10.25,2023-12-08,081223KM
11150,8596260185,2023-12-01,0.0,USD,12.44,2023-12-04,041223KH
11150,8596260186,2023-12-02,0.0,USD,35.535,2023-12-04,041223KH
11150,8596260187,2023-12-02,0.0,USD,8.04,2023-12-04,041223KH
11150,8596260188,2023-12-05,0.0,USD,7.9,2023-12-08,081223KM
11150,8596260189,2023-12-04,0.0,USD,21.69,2023-12-08,081223KM
11150,8596260190,2023-12-03,0.0,USD,15.91,2023-12-04,041223KH
11150,8596260193,2023-12-01,0.0,USD,16.37,2023-12-04,041223KH
11150,8596260194,2023-12-02,0.0,USD,5.585,2023-12-04,041223KH
11150,8596260195,2023-12-06,0.0,USD,10.99,2023-12-08,081223KM
11150,8596260196,2023-12-01,0.0,USD,13.755,2023-12-04,041223KH
11150,8596260198,2023-12-01,0.0,USD,6.185,2023-12-04,041223KH
11150,8596260199,2023-12-02,0.0,USD,15.5,2023-12-04,041223KH
11150,8596260200,2023-12-01,0.0,USD,7.885,2023-12-04,041223KH
11150,8596260201,2023-12-01,0.0,USD,15.145,2023-12-04,041223KH
11150,8596260205,2023-12-02,0.0,USD,8.1,2023-12-04,041223KH
11150,8596260208,2023-12-01,0.0,USD,9.645,2023-12-04,041223KH
11150,8596260209,2023-12-04,0.0,USD,22.655,2023-12-08,081223KM
11150,8596260210,2023-12-01,0.0,USD,10.11,2023-12-04,041223KH
11150,8596260211,2023-12-01,0.0,USD,10.145,2023-12-04,041223KH
11150,8596260212,2023-12-01,0.0,USD,4.41,2023-12-04,041223KH
11150,8596260213,2023-12-01,0.0,USD,7.085,2023-12-04,041223KH
11150,8596260214,2023-12-05,0.0,USD,23.85,2023-12-08,081223KM
