ShprNo,HAWB,Delivery_Date,CODAmount,CODCurrency,O_CODAmount,Aramex_Inv_date,TOKENNO
11150,8596268559,2024-02-28,0.0,USD,6.065,2024-02-29,290224RC
11150,8596268560,2024-02-28,0.0,USD,4.725,2024-02-29,290224RC
11150,8596268561,2024-02-28,0.0,USD,7.075,2024-02-29,290224RC
11150,8596268562,2024-02-28,0.0,USD,8.005,2024-02-29,290224RC
11150,8596268563,2024-02-28,0.0,USD,13.75,2024-02-29,290224RC
11150,8596268564,2024-02-28,0.0,USD,45.225,2024-02-29,290224RC
11150,8596268565,2024-02-28,0.0,USD,12.925,2024-02-29,290224RC
11150,8596268566,2024-02-28,0.0,USD,19.08,2024-02-29,290224RC
11150,8596268567,2024-02-28,0.0,USD,6.27,2024-02-29,290224RC
11150,8596268568,2024-02-29,0.0,USD,9.16,2024-02-29,290224RC
11150,8596268569,2024-02-28,0.0,USD,7.05,2024-02-29,290224RC
11150,8596268570,2024-02-28,0.0,USD,4.145,2024-02-29,290224RC
11150,8596268571,2024-02-28,0.0,USD,4.68,2024-02-29,290224RC
11150,8596268572,2024-02-28,0.0,USD,26.495,2024-02-29,290224RC
11150,8596268573,2024-02-29,0.0,USD,4.125,2024-02-29,290224RC
11150,8596268574,2024-02-29,0.0,USD,16.695,2024-02-29,290224RC
11150,8596268575,2024-02-28,0.0,USD,8.155,2024-02-29,290224RC
11150,8596268576,2024-02-28,0.0,USD,5.475,2024-02-29,290224RC
11150,8596268578,2024-02-28,0.0,USD,5.08,2024-02-29,290224RC
11150,8596268579,2024-02-28,0.0,USD,6.55,2024-02-29,290224RC
11150,8596268580,2024-02-28,0.0,USD,13.19,2024-02-29,290224RC
11150,8596268581,2024-02-29,0.0,USD,8.775,2024-02-29,290224RC
11150,8596268583,2024-02-29,0.0,USD,12.135,2024-02-29,290224RC
