ShprNo,AWB,Delivery_Date,CODAmount,CODCurrency,O_CODAmount,Aramex_Inv_date,TOKENNO,order_number
11150.0,8596269074,2024-03-05,0.0,USD,8.915,2024-03-08,1103245TT,400673.0
11150.0,8596269077,2024-03-05,0.0,USD,5.125,2024-03-08,1103245TT,400676.0
11150.0,8596269078,2024-03-05,0.0,USD,14.13,2024-03-08,1103245TT,400677.0
11150.0,8596269080,2024-03-05,0.0,USD,12.91,2024-03-08,1103245TT,400679.0
11150.0,8596269082,2024-03-05,0.0,USD,3.91,2024-03-08,1103245TT,400681.0
11150.0,8596269083,2024-03-05,0.0,USD,24.05,2024-03-08,1103245TT,400682.0
11150.0,8596269084,2024-03-05,0.0,USD,12.93,2024-03-08,1103245TT,400683.0
11150.0,8596269087,2024-03-05,0.0,USD,12.565,2024-03-08,1103245TT,400686.0
11150.0,8596269090,2024-03-05,0.0,USD,13.325,2024-03-08,1103245TT,400689.0
11150.0,8596269093,2024-03-05,0.0,USD,25.455,2024-03-08,1103245TT,400692.0
11150.0,8596269094,2024-03-05,0.0,USD,16.02,2024-03-08,1103245TT,400693.0
11150.0,8596269095,2024-03-05,0.0,USD,13.21,2024-03-08,1103245TT,400694.0
11150.0,8596269096,2024-03-05,0.0,USD,13.0,2024-03-08,1103245TT,400695.0
11150.0,8596269097,2024-03-05,0.0,USD,9.575,2024-03-08,1103245TT,400696.0
11150.0,8596269098,2024-03-05,0.0,USD,12.43,2024-03-08,1103245TT,400697.0
11150.0,8596269099,2024-03-05,0.0,USD,25.5,2024-03-08,1103245TT,400698.0
11150.0,8596269102,2024-03-05,0.0,USD,13.05,2024-03-08,1103245TT,400701.0
11150.0,8596269105,2024-03-05,0.0,USD,5.8,2024-03-08,1103245TT,400704.0
11150.0,8596269106,2024-03-05,0.0,USD,6.875,2024-03-08,1103245TT,400705.0
11150.0,8596269110,2024-03-05,0.0,USD,26.885,2024-03-08,1103245TT,400709.0
11150.0,8596269111,2024-03-05,0.0,USD,9.735,2024-03-08,1103245TT,400710.0
11150.0,8596268707,2024-03-06,0.0,USD,21.23,2024-03-08,1103245TT,400306.0
11150.0,8596268798,2024-03-06,0.0,USD,7.45,2024-03-08,1103245TT,400397.0
11150.0,8596268810,2024-03-06,0.0,USD,12.93,2024-03-08,1103245TT,400409.0
11150.0,8596268823,2024-03-06,0.0,USD,2.125,2024-03-08,1103245TT,400422.0
11150.0,8596268849,2024-03-06,0.0,USD,13.48,2024-03-08,1103245TT,400448.0
11150.0,8596268989,2024-03-06,0.0,USD,11.455,2024-03-08,1103245TT,400588.0
11150.0,8596268990,2024-03-06,0.0,USD,5.7,2024-03-08,1103245TT,400589.0
11150.0,8596268991,2024-03-06,0.0,USD,8.54,2024-03-08,1103245TT,400590.0
11150.0,8596268997,2024-03-06,0.0,USD,13.12,2024-03-08,1103245TT,400596.0
11150.0,8596269001,2024-03-06,0.0,USD,6.125,2024-03-08,1103245TT,400600.0
11150.0,8596269003,2024-03-06,0.0,USD,9.01,2024-03-08,1103245TT,400602.0
11150.0,8596269009,2024-03-06,0.0,USD,9.15,2024-03-08,1103245TT,400608.0
11150.0,8596269016,2024-03-06,0.0,USD,6.225,2024-03-08,1103245TT,400615.0
11150.0,8596269019,2024-03-06,0.0,USD,5.505,2024-03-08,1103245TT,400618.0
11150.0,8596269037,2024-03-06,0.0,USD,6.675,2024-03-08,1103245TT,400636.0
11150.0,8596269046,2024-03-06,0.0,USD,2.725,2024-03-08,1103245TT,400645.0
11150.0,8596269047,2024-03-06,0.0,USD,7.875,2024-03-08,1103245TT,400646.0
11150.0,8596269052,2024-03-06,0.0,USD,18.395,2024-03-08,1103245TT,400651.0
11150.0,8596269060,2024-03-06,0.0,USD,13.68,2024-03-08,1103245TT,400659.0
11150.0,8596269075,2024-03-06,0.0,USD,13.95,2024-03-08,1103245TT,400674.0
11150.0,8596269076,2024-03-06,0.0,USD,18.66,2024-03-08,1103245TT,400675.0
11150.0,8596269081,2024-03-06,0.0,USD,14.56,2024-03-08,1103245TT,400680.0
11150.0,8596269085,2024-03-06,0.0,USD,5.675,2024-03-08,1103245TT,400684.0
11150.0,8596269089,2024-03-06,0.0,USD,5.8,2024-03-08,1103245TT,400688.0
11150.0,8596269091,2024-03-06,0.0,USD,6.355,2024-03-08,1103245TT,400690.0
11150.0,8596269100,2024-03-06,0.0,USD,5.8,2024-03-08,1103245TT,400699.0
11150.0,8596269107,2024-03-06,0.0,USD,15.175,2024-03-08,1103245TT,400706.0
11150.0,8596269112,2024-03-06,0.0,USD,11.935,2024-03-08,1103245TT,400711.0
11150.0,8596269114,2024-03-06,0.0,USD,7.175,2024-03-08,1103245TT,400713.0
11150.0,8596269118,2024-03-06,0.0,USD,12.95,2024-03-08,1103245TT,400717.0
11150.0,8596269119,2024-03-06,0.0,USD,6.625,2024-03-08,1103245TT,400718.0
11150.0,8596269120,2024-03-06,0.0,USD,16.56,2024-03-08,1103245TT,400719.0
11150.0,8596269121,2024-03-06,0.0,USD,10.42,2024-03-08,1103245TT,400720.0
11150.0,8596269122,2024-03-06,0.0,USD,6.34,2024-03-08,1103245TT,400721.0
11150.0,8596269123,2024-03-06,0.0,USD,17.11,2024-03-08,1103245TT,400722.0
11150.0,8596269124,2024-03-06,0.0,USD,13.025,2024-03-08,1103245TT,400723.0
11150.0,8596269126,2024-03-06,0.0,USD,11.535,2024-03-08,1103245TT,400725.0
11150.0,8596269127,2024-03-06,0.0,USD,5.63,2024-03-08,1103245TT,400726.0
11150.0,8596269128,2024-03-06,0.0,USD,8.075,2024-03-08,1103245TT,400727.0
11150.0,8596269130,2024-03-06,0.0,USD,18.525,2024-03-08,1103245TT,400729.0
11150.0,8596269131,2024-03-06,0.0,USD,14.525,2024-03-08,1103245TT,400730.0
11150.0,8596269132,2024-03-06,0.0,USD,35.75,2024-03-08,1103245TT,400731.0
11150.0,8596269133,2024-03-06,0.0,USD,29.255,2024-03-08,1103245TT,400732.0
11150.0,8596269134,2024-03-06,0.0,USD,3.485,2024-03-08,1103245TT,400733.0
11150.0,8596269135,2024-03-06,0.0,USD,17.155,2024-03-08,1103245TT,400734.0
11150.0,8596269137,2024-03-06,0.0,USD,6.0,2024-03-08,1103245TT,400736.0
11150.0,8596269138,2024-03-06,0.0,USD,8.115,2024-03-08,1103245TT,400737.0
11150.0,8596269139,2024-03-06,0.0,USD,4.6,2024-03-08,1103245TT,400738.0
11150.0,8596269140,2024-03-06,0.0,USD,10.51,2024-03-08,1103245TT,400739.0
11150.0,8596269141,2024-03-06,0.0,USD,13.865,2024-03-08,1103245TT,400740.0
11150.0,8596269142,2024-03-06,0.0,USD,12.87,2024-03-08,1103245TT,400741.0
11150.0,8596269143,2024-03-06,0.0,USD,7.245,2024-03-08,1103245TT,400742.0
11150.0,8596269144,2024-03-06,0.0,USD,16.615,2024-03-08,1103245TT,400743.0
11150.0,8596269146,2024-03-06,0.0,USD,0.0,2024-03-08,1103245TT,400745.0
11150.0,8596269147,2024-03-06,0.0,USD,13.215,2024-03-08,1103245TT,400746.0
11150.0,8596269149,2024-03-06,0.0,USD,3.6,2024-03-08,1103245TT,400748.0
11150.0,8596269150,2024-03-06,0.0,USD,11.52,2024-03-08,1103245TT,400749.0
11150.0,8596269154,2024-03-06,0.0,USD,6.1,2024-03-08,1103245TT,400753.0
11150.0,8596269155,2024-03-06,0.0,USD,13.985,2024-03-08,1103245TT,400754.0
11150.0,8596269158,2024-03-06,0.0,USD,6.95,2024-03-08,1103245TT,400757.0
11150.0,8596269159,2024-03-06,0.0,USD,28.225,2024-03-08,1103245TT,400758.0
11150.0,8596269161,2024-03-06,0.0,USD,3.4,2024-03-08,1103245TT,400760.0
11150.0,8596269162,2024-03-06,0.0,USD,13.075,2024-03-08,1103245TT,400761.0
11150.0,8596269163,2024-03-06,0.0,USD,27.225,2024-03-08,1103245TT,400762.0
11150.0,8596269167,2024-03-06,0.0,USD,9.5,2024-03-08,1103245TT,400766.0
11150.0,8596269168,2024-03-06,0.0,USD,8.56,2024-03-08,1103245TT,400767.0
11150.0,8596269169,2024-03-06,0.0,USD,4.15,2024-03-08,1103245TT,400768.0
11150.0,8596269170,2024-03-06,0.0,USD,14.71,2024-03-08,1103245TT,400769.0
11150.0,8596269171,2024-03-06,0.0,USD,7.03,2024-03-08,1103245TT,400770.0
11150.0,8596269172,2024-03-06,0.0,USD,9.16,2024-03-08,1103245TT,400771.0
11150.0,8596269173,2024-03-06,0.0,USD,13.395,2024-03-08,1103245TT,400772.0
11150.0,8596269174,2024-03-06,0.0,USD,11.575,2024-03-08,1103245TT,400773.0
11150.0,8596269176,2024-03-06,0.0,USD,13.09,2024-03-08,1103245TT,400775.0
11150.0,8596269177,2024-03-06,0.0,USD,9.54,2024-03-08,1103245TT,400776.0
11150.0,8596269178,2024-03-06,0.0,USD,10.215,2024-03-08,1103245TT,400777.0
11150.0,8596269180,2024-03-06,0.0,USD,17.81,2024-03-08,1103245TT,400779.0
11150.0,8596269183,2024-03-06,0.0,USD,9.605,2024-03-08,1103245TT,400782.0
11150.0,8596269185,2024-03-06,0.0,USD,17.325,2024-03-08,1103245TT,400784.0
11150.0,8596269187,2024-03-06,0.0,USD,16.075,2024-03-08,1103245TT,400786.0
11150.0,8596269188,2024-03-06,0.0,USD,7.285,2024-03-08,1103245TT,400787.0
11150.0,8596269191,2024-03-06,0.0,USD,6.82,2024-03-08,1103245TT,400790.0
11150.0,8596269192,2024-03-06,0.0,USD,9.52,2024-03-08,1103245TT,400791.0
11150.0,8596269194,2024-03-06,0.0,USD,36.17,2024-03-08,1103245TT,400793.0
11150.0,8596269195,2024-03-06,0.0,USD,9.71,2024-03-08,1103245TT,400794.0
11150.0,8596269197,2024-03-06,0.0,USD,14.08,2024-03-08,1103245TT,400796.0
11150.0,8596269198,2024-03-06,0.0,USD,19.67,2024-03-08,1103245TT,400797.0
11150.0,8596269199,2024-03-06,0.0,USD,8.86,2024-03-08,1103245TT,400798.0
11150.0,8596269200,2024-03-06,0.0,USD,10.225,2024-03-08,1103245TT,400799.0
11150.0,8596269201,2024-03-06,0.0,USD,11.2,2024-03-08,1103245TT,400800.0
11150.0,8596269202,2024-03-06,0.0,USD,12.6,2024-03-08,1103245TT,400801.0
11150.0,8596269204,2024-03-06,0.0,USD,4.09,2024-03-08,1103245TT,400803.0
11150.0,8596269205,2024-03-06,0.0,USD,6.775,2024-03-08,1103245TT,400804.0
11150.0,8596269206,2024-03-06,0.0,USD,18.31,2024-03-08,1103245TT,400805.0
11150.0,8596269207,2024-03-06,0.0,USD,6.65,2024-03-08,1103245TT,400806.0
11150.0,8596269208,2024-03-06,0.0,USD,4.465,2024-03-08,1103245TT,400807.0
11150.0,8596269209,2024-03-06,0.0,USD,8.0,2024-03-08,1103245TT,400808.0
11150.0,8596269210,2024-03-06,0.0,USD,13.085,2024-03-08,1103245TT,400809.0
11150.0,8596269213,2024-03-06,0.0,USD,14.625,2024-03-08,1103245TT,400812.0
11150.0,8596269215,2024-03-06,0.0,USD,12.6,2024-03-08,1103245TT,400814.0
11150.0,8596269217,2024-03-06,0.0,USD,12.67,2024-03-08,1103245TT,400816.0
11150.0,8596269256,2024-03-06,0.0,USD,12.575,2024-03-08,1103245TT,400855.0
11150.0,8596269257,2024-03-06,0.0,USD,12.775,2024-03-08,1103245TT,400856.0
11150.0,8596269218,2024-03-06,0.0,USD,7.82,2024-03-12,1303245PP,400817.0
11150.0,8596269219,2024-03-06,0.0,USD,19.715,2024-03-12,1303245PP,400818.0
11150.0,8596269223,2024-03-06,0.0,USD,21.08,2024-03-12,1303245PP,400822.0
11150.0,8596269224,2024-03-06,0.0,USD,12.795,2024-03-12,1303245PP,400823.0
11150.0,8596269225,2024-03-06,0.0,USD,4.42,2024-03-12,1303245PP,400824.0
11150.0,8596269226,2024-03-06,0.0,USD,13.475,2024-03-12,1303245PP,400825.0
11150.0,8596269227,2024-03-06,0.0,USD,24.89,2024-03-12,1303245PP,400826.0
11150.0,8596269229,2024-03-06,0.0,USD,7.75,2024-03-12,1303245PP,400828.0
11150.0,8596269231,2024-03-06,0.0,USD,12.72,2024-03-12,1303245PP,400830.0
11150.0,8596269233,2024-03-06,0.0,USD,12.685,2024-03-12,1303245PP,400832.0
11150.0,8596269234,2024-03-06,0.0,USD,7.8,2024-03-12,1303245PP,400833.0
11150.0,8596269235,2024-03-06,0.0,USD,13.125,2024-03-12,1303245PP,400834.0
11150.0,8596269236,2024-03-06,0.0,USD,12.54,2024-03-12,1303245PP,400835.0
11150.0,8596269237,2024-03-06,0.0,USD,4.6,2024-03-12,1303245PP,400836.0
11150.0,8596269239,2024-03-06,0.0,USD,11.175,2024-03-12,1303245PP,400838.0
11150.0,8596269240,2024-03-06,0.0,USD,8.0,2024-03-12,1303245PP,400839.0
11150.0,8596269242,2024-03-06,0.0,USD,17.35,2024-03-12,1303245PP,400841.0
11150.0,8596269244,2024-03-06,0.0,USD,16.54,2024-03-12,1303245PP,400843.0
11150.0,8596269246,2024-03-06,0.0,USD,2.635,2024-03-12,1303245PP,400845.0
11150.0,8596269247,2024-03-06,0.0,USD,6.0,2024-03-12,1303245PP,400846.0
11150.0,8596269248,2024-03-06,0.0,USD,13.705,2024-03-12,1303245PP,400847.0
11150.0,8596269250,2024-03-06,0.0,USD,8.275,2024-03-12,1303245PP,400849.0
11150.0,8596269251,2024-03-06,0.0,USD,13.15,2024-03-12,1303245PP,400850.0
11150.0,8596269254,2024-03-06,0.0,USD,6.46,2024-03-12,1303245PP,400853.0
11150.0,8596269255,2024-03-06,0.0,USD,13.225,2024-03-12,1303245PP,400854.0
11150.0,8596269259,2024-03-06,0.0,USD,3.6,2024-03-12,1303245PP,400858.0
11150.0,8596269261,2024-03-06,0.0,USD,5.12,2024-03-12,1303245PP,400860.0
11150.0,8596269262,2024-03-06,0.0,USD,4.76,2024-03-12,1303245PP,400861.0
11150.0,8596269263,2024-03-06,0.0,USD,32.565,2024-03-12,1303245PP,400862.0
11150.0,8596269264,2024-03-06,0.0,USD,3.25,2024-03-12,1303245PP,400863.0
11150.0,8596269266,2024-03-06,0.0,USD,13.275,2024-03-12,1303245PP,400865.0
11150.0,8596269267,2024-03-06,0.0,USD,6.555,2024-03-12,1303245PP,400866.0
11150.0,8596269270,2024-03-06,0.0,USD,14.325,2024-03-12,1303245PP,400869.0
11150.0,8596269272,2024-03-06,0.0,USD,4.095,2024-03-12,1303245PP,400871.0
11150.0,8596269273,2024-03-06,0.0,USD,8.95,2024-03-12,1303245PP,400872.0
11150.0,8596269274,2024-03-06,0.0,USD,19.06,2024-03-12,1303245PP,400873.0
11150.0,8596269275,2024-03-06,0.0,USD,3.375,2024-03-12,1303245PP,400874.0
11150.0,8596269277,2024-03-06,0.0,USD,40.64,2024-03-12,1303245PP,400876.0
11150.0,8596269279,2024-03-06,0.0,USD,9.35,2024-03-12,1303245PP,400878.0
11150.0,8596269281,2024-03-06,0.0,USD,12.535,2024-03-12,1303245PP,400880.0
11150.0,8596269283,2024-03-06,0.0,USD,18.87,2024-03-12,1303245PP,400882.0
11150.0,8596269284,2024-03-06,0.0,USD,19.6,2024-03-12,1303245PP,400883.0
11150.0,8596269286,2024-03-06,0.0,USD,8.285,2024-03-12,1303245PP,400885.0
11150.0,8596269287,2024-03-06,0.0,USD,14.35,2024-03-12,1303245PP,400886.0
11150.0,8596269288,2024-03-06,0.0,USD,9.975,2024-03-12,1303245PP,400887.0
11150.0,8596269289,2024-03-06,0.0,USD,13.5,2024-03-12,1303245PP,400888.0
11150.0,8596269290,2024-03-06,0.0,USD,36.125,2024-03-12,1303245PP,400889.0
11150.0,8596269292,2024-03-06,0.0,USD,4.9,2024-03-12,1303245PP,400891.0
11150.0,8596269295,2024-03-06,0.0,USD,13.375,2024-03-12,1303245PP,400894.0
11150.0,8596269296,2024-03-06,0.0,USD,13.65,2024-03-12,1303245PP,400895.0
11150.0,8596269297,2024-03-06,0.0,USD,12.75,2024-03-12,1303245PP,400896.0
11150.0,8596269298,2024-03-06,0.0,USD,8.8,2024-03-12,1303245PP,400897.0
11150.0,8596269299,2024-03-06,0.0,USD,6.0,2024-03-12,1303245PP,400898.0
11150.0,8596269302,2024-03-06,0.0,USD,7.515,2024-03-12,1303245PP,400901.0
11150.0,8596269305,2024-03-06,0.0,USD,9.525,2024-03-12,1303245PP,400904.0
11150.0,8596269307,2024-03-06,0.0,USD,15.425,2024-03-12,1303245PP,400906.0
11150.0,8596269309,2024-03-06,0.0,USD,14.98,2024-03-12,1303245PP,400908.0
11150.0,8596269310,2024-03-06,0.0,USD,12.88,2024-03-12,1303245PP,400909.0
11150.0,8596269312,2024-03-06,0.0,USD,6.78,2024-03-12,1303245PP,400911.0
11150.0,8596269313,2024-03-06,0.0,USD,8.19,2024-03-12,1303245PP,400912.0
11150.0,8596269314,2024-03-06,0.0,USD,14.79,2024-03-12,1303245PP,400913.0
11150.0,8596269316,2024-03-06,0.0,USD,5.8,2024-03-12,1303245PP,400915.0
11150.0,8596269317,2024-03-06,0.0,USD,11.125,2024-03-12,1303245PP,400916.0
11150.0,8596269318,2024-03-06,0.0,USD,6.325,2024-03-12,1303245PP,400917.0
11150.0,8596269319,2024-03-06,0.0,USD,4.2,2024-03-12,1303245PP,400918.0
11150.0,8596269323,2024-03-06,0.0,USD,10.725,2024-03-12,1303245PP,400922.0
11150.0,8596269325,2024-03-06,0.0,USD,14.79,2024-03-12,1303245PP,400924.0
11150.0,8596269326,2024-03-06,0.0,USD,1.915,2024-03-12,1303245PP,400925.0
11150.0,8596269329,2024-03-06,0.0,USD,13.45,2024-03-12,1303245PP,400928.0
11150.0,8596269330,2024-03-06,0.0,USD,17.355,2024-03-12,1303245PP,400929.0
11150.0,8596269332,2024-03-06,0.0,USD,14.325,2024-03-12,1303245PP,400931.0
11150.0,8596269333,2024-03-06,0.0,USD,11.675,2024-03-12,1303245PP,400932.0
11150.0,8596269334,2024-03-06,0.0,USD,5.985,2024-03-12,1303245PP,400933.0
11150.0,8596269336,2024-03-06,0.0,USD,3.465,2024-03-12,1303245PP,400935.0
11150.0,8596269337,2024-03-06,0.0,USD,6.41,2024-03-12,1303245PP,400936.0
11150.0,8596269338,2024-03-06,0.0,USD,12.95,2024-03-12,1303245PP,400937.0
11150.0,8596269340,2024-03-06,0.0,USD,3.4,2024-03-12,1303245PP,400939.0
11150.0,8596269341,2024-03-06,0.0,USD,13.05,2024-03-12,1303245PP,400940.0
11150.0,8596269342,2024-03-06,0.0,USD,7.885,2024-03-12,1303245PP,400941.0
11150.0,8596269343,2024-03-06,0.0,USD,4.125,2024-03-12,1303245PP,400942.0
11150.0,8596269344,2024-03-06,0.0,USD,7.27,2024-03-12,1303245PP,400943.0
11150.0,8596269355,2024-03-06,0.0,USD,6.2,2024-03-12,1303245PP,400954.0
11150.0,8596269356,2024-03-06,0.0,USD,5.15,2024-03-12,1303245PP,400955.0
11150.0,8596269357,2024-03-06,0.0,USD,13.07,2024-03-12,1303245PP,400956.0
11150.0,8596268986,2024-03-07,0.0,USD,16.105,2024-03-12,1303245PP,400585.0
11150.0,8596269004,2024-03-07,0.0,USD,5.525,2024-03-12,1303245PP,400603.0
11150.0,8596269005,2024-03-07,0.0,USD,5.59,2024-03-12,1303245PP,400604.0
11150.0,8596269028,2024-03-07,0.0,USD,4.62,2024-03-12,1303245PP,400627.0
11150.0,8596269054,2024-03-07,0.0,USD,5.4,2024-03-12,1303245PP,400653.0
11150.0,8596269072,2024-03-07,0.0,USD,14.7,2024-03-12,1303245PP,400671.0
11150.0,8596269079,2024-03-07,0.0,USD,17.385,2024-03-12,1303245PP,400678.0
11150.0,8596269088,2024-03-07,0.0,USD,9.125,2024-03-12,1303245PP,400687.0
11150.0,8596269101,2024-03-07,0.0,USD,5.825,2024-03-12,1303245PP,400700.0
11150.0,8596269104,2024-03-07,0.0,USD,0.0,2024-03-12,1303245PP,400703.0
11150.0,8596269108,2024-03-07,0.0,USD,9.37,2024-03-12,1303245PP,400707.0
11150.0,8596269116,2024-03-07,0.0,USD,12.6,2024-03-12,1303245PP,400715.0
11150.0,8596269117,2024-03-07,0.0,USD,5.8,2024-03-12,1303245PP,400716.0
11150.0,8596269125,2024-03-07,0.0,USD,13.875,2024-03-12,1303245PP,400724.0
11150.0,8596269136,2024-03-07,0.0,USD,16.395,2024-03-12,1303245PP,400735.0
11150.0,8596269152,2024-03-07,0.0,USD,8.425,2024-03-12,1303245PP,400751.0
11150.0,8596269153,2024-03-07,0.0,USD,9.375,2024-03-12,1303245PP,400752.0
11150.0,8596269156,2024-03-07,0.0,USD,5.57,2024-03-12,1303245PP,400755.0
11150.0,8596269160,2024-03-07,0.0,USD,17.65,2024-03-12,1303245PP,400759.0
11150.0,8596269164,2024-03-07,0.0,USD,16.245,2024-03-12,1303245PP,400763.0
11150.0,8596269166,2024-03-07,0.0,USD,7.675,2024-03-12,1303245PP,400765.0
11150.0,8596269175,2024-03-07,0.0,USD,7.8,2024-03-12,1303245PP,400774.0
11150.0,8596269181,2024-03-07,0.0,USD,4.5,2024-03-12,1303245PP,400780.0
11150.0,8596269182,2024-03-07,0.0,USD,22.615,2024-03-12,1303245PP,400781.0
11150.0,8596269184,2024-03-07,0.0,USD,12.625,2024-03-12,1303245PP,400783.0
11150.0,8596269189,2024-03-07,0.0,USD,13.25,2024-03-12,1303245PP,400788.0
11150.0,8596269190,2024-03-07,0.0,USD,9.25,2024-03-12,1303245PP,400789.0
11150.0,8596269193,2024-03-07,0.0,USD,12.755,2024-03-12,1303245PP,400792.0
11150.0,8596269212,2024-03-07,0.0,USD,12.845,2024-03-12,1303245PP,400811.0
11150.0,8596269221,2024-03-07,0.0,USD,12.58,2024-03-12,1303245PP,400820.0
11150.0,8596269232,2024-03-07,0.0,USD,12.875,2024-03-12,1303245PP,400831.0
11150.0,8596269238,2024-03-07,0.0,USD,14.48,2024-03-12,1303245PP,400837.0
11150.0,8596269252,2024-03-07,0.0,USD,23.84,2024-03-12,1303245PP,400851.0
11150.0,8596269258,2024-03-07,0.0,USD,9.265,2024-03-12,1303245PP,400857.0
11150.0,8596269260,2024-03-07,0.0,USD,5.78,2024-03-12,1303245PP,400859.0
11150.0,8596269269,2024-03-07,0.0,USD,9.45,2024-03-12,1303245PP,400868.0
11150.0,8596269300,2024-03-07,0.0,USD,11.24,2024-03-12,1303245PP,400899.0
11150.0,8596269304,2024-03-07,0.0,USD,14.885,2024-03-12,1303245PP,400903.0
11150.0,8596269315,2024-03-07,0.0,USD,7.34,2024-03-12,1303245PP,400914.0
11150.0,8596269321,2024-03-07,0.0,USD,4.82,2024-03-12,1303245PP,400920.0
11150.0,8596269324,2024-03-07,0.0,USD,9.415,2024-03-12,1303245PP,400923.0
11150.0,8596269345,2024-03-07,0.0,USD,6.275,2024-03-12,1303245PP,400944.0
11150.0,8596269346,2024-03-07,0.0,USD,6.125,2024-03-12,1303245PP,400945.0
11150.0,8596269347,2024-03-07,0.0,USD,5.45,2024-03-12,1303245PP,400946.0
11150.0,8596269349,2024-03-07,0.0,USD,10.715,2024-03-12,1303245PP,400948.0
11150.0,8596269350,2024-03-07,0.0,USD,3.85,2024-03-12,1303245PP,400949.0
11150.0,8596269352,2024-03-07,0.0,USD,4.65,2024-03-12,1303245PP,400951.0
11150.0,8596269359,2024-03-07,0.0,USD,7.8,2024-03-12,1303245PP,400958.0
11150.0,8596269360,2024-03-07,0.0,USD,5.8,2024-03-12,1303245PP,400959.0
11150.0,8596269361,2024-03-07,0.0,USD,4.35,2024-03-12,1303245PP,400960.0
11150.0,8596269362,2024-03-07,0.0,USD,8.245,2024-03-12,1303245PP,400961.0
11150.0,8596269365,2024-03-07,0.0,USD,12.465,2024-03-12,1303245PP,400964.0
11150.0,8596269366,2024-03-07,0.0,USD,9.545,2024-03-12,1303245PP,400965.0
11150.0,8596269367,2024-03-07,0.0,USD,13.625,2024-03-12,1303245PP,400966.0
11150.0,8596269368,2024-03-07,0.0,USD,4.715,2024-03-12,1303245PP,400967.0
11150.0,8596269370,2024-03-07,0.0,USD,14.925,2024-03-12,1303245PP,400969.0
11150.0,8596269372,2024-03-07,0.0,USD,8.4,2024-03-12,1303245PP,400971.0
11150.0,8596269373,2024-03-07,0.0,USD,12.5,2024-03-12,1303245PP,400972.0
11150.0,8596269374,2024-03-07,0.0,USD,13.46,2024-03-12,1303245PP,400973.0
11150.0,8596269375,2024-03-07,0.0,USD,9.575,2024-03-12,1303245PP,400974.0
11150.0,8596269379,2024-03-07,0.0,USD,12.965,2024-03-12,1303245PP,400978.0
11150.0,8596269380,2024-03-07,0.0,USD,10.455,2024-03-12,1303245PP,400979.0
11150.0,8596269381,2024-03-07,0.0,USD,5.4,2024-03-12,1303245PP,400980.0
11150.0,8596269382,2024-03-07,0.0,USD,20.825,2024-03-12,1303245PP,400981.0
11150.0,8596269386,2024-03-07,0.0,USD,12.925,2024-03-12,1303245PP,400985.0
11150.0,8596269388,2024-03-07,0.0,USD,18.2,2024-03-12,1303245PP,400987.0
11150.0,8596269391,2024-03-07,0.0,USD,9.06,2024-03-12,1303245PP,400990.0
11150.0,8596269392,2024-03-07,0.0,USD,16.02,2024-03-12,1303245PP,400991.0
11150.0,8596269394,2024-03-07,0.0,USD,10.25,2024-03-12,1303245PP,400993.0
11150.0,8596269395,2024-03-07,0.0,USD,5.8,2024-03-12,1303245PP,400994.0
11150.0,8596269396,2024-03-07,0.0,USD,4.04,2024-03-12,1303245PP,400995.0
11150.0,8596269398,2024-03-07,0.0,USD,7.875,2024-03-12,1303245PP,400997.0
11150.0,8596269399,2024-03-07,0.0,USD,19.635,2024-03-12,1303245PP,400998.0
11150.0,8596269400,2024-03-07,0.0,USD,12.345,2024-03-12,1303245PP,400999.0
11150.0,8596269401,2024-03-07,0.0,USD,12.5,2024-03-12,1303245PP,401000.0
11150.0,8596269403,2024-03-07,0.0,USD,14.37,2024-03-12,1303245PP,401002.0
11150.0,8596269404,2024-03-07,0.0,USD,17.745,2024-03-12,1303245PP,401003.0
11150.0,8596269405,2024-03-07,0.0,USD,4.025,2024-03-12,1303245PP,401004.0
11150.0,8596269406,2024-03-07,0.0,USD,15.915,2024-03-12,1303245PP,401005.0
11150.0,8596269408,2024-03-07,0.0,USD,13.275,2024-03-12,1303245PP,401007.0
11150.0,8596269412,2024-03-07,0.0,USD,6.875,2024-03-12,1303245PP,401011.0
11150.0,8596269413,2024-03-07,0.0,USD,12.65,2024-03-12,1303245PP,401012.0
11150.0,8596269414,2024-03-07,0.0,USD,4.25,2024-03-12,1303245PP,401013.0
11150.0,8596269415,2024-03-07,0.0,USD,4.7,2024-03-12,1303245PP,401014.0
11150.0,8596269417,2024-03-07,0.0,USD,18.78,2024-03-12,1303245PP,401016.0
11150.0,8596269418,2024-03-07,0.0,USD,6.675,2024-03-12,1303245PP,401017.0
11150.0,8596269428,2024-03-07,0.0,USD,6.875,2024-03-12,1303245PP,401027.0
11150.0,8596269429,2024-03-07,0.0,USD,8.45,2024-03-12,1303245PP,401028.0
11150.0,8596269430,2024-03-07,0.0,USD,6.7,2024-03-12,1303245PP,401029.0
11150.0,8596269431,2024-03-07,0.0,USD,7.205,2024-03-12,1303245PP,401030.0
11150.0,8596269434,2024-03-07,0.0,USD,12.525,2024-03-12,1303245PP,401033.0
11150.0,8596269435,2024-03-07,0.0,USD,9.175,2024-03-12,1303245PP,401034.0
11150.0,8596269437,2024-03-07,0.0,USD,24.885,2024-03-12,1303245PP,401036.0
11150.0,8596269438,2024-03-07,0.0,USD,8.25,2024-03-12,1303245PP,401037.0
11150.0,8596269439,2024-03-07,0.0,USD,5.745,2024-03-12,1303245PP,401038.0
11150.0,8596269441,2024-03-07,0.0,USD,5.8,2024-03-12,1303245PP,401040.0
